## FlyBase disease model annotation report
## Generated: Thu Jul 21 06:25:05 2022
## Using datasource: fb_2022_04_reporting
##
## FBgn ID	Gene symbol	HGNC ID	DO qualifier	DO ID	DO term	Allele used in model (FBal ID)	Allele used in model (symbol)	Based on orthology with (HGNC ID)	Based on orthology with (symbol)	Evidence/interacting alleles	Reference (FBrf ID)
FBgn0000008	a		exacerbates	DOID:2129	atypical teratoid rhabdoid tumor	FBal0299140	a[HMC03685]			modeled by FLYBASE:Snr1[KK101602]; FB:FBal0231379	FBrf0241270
FBgn0000108	Appl		model of	DOID:0080348	Alzheimer's disease 1	FBal0028990	Appl[d]			is ameliorated by FLYBASE:Rab5[KO]; FB:FBal0365504	FBrf0247440
FBgn0000108	Appl		model of	DOID:0080348	Alzheimer's disease 1	FBal0028990	Appl[d]			is exacerbated by FLYBASE:Rab7[Gal4-KO]; FB:FBal0294205	FBrf0247440
FBgn0000108	Appl		model of	DOID:0080348	Alzheimer's disease 1	FBal0231851	Appl[KK102543]			CEA	FBrf0247440
FBgn0000108	Appl		model of	DOID:0080348	Alzheimer's disease 1	FBal0279045	Appl[HMS01931]			CEA	FBrf0247440
FBgn0000108	Appl		ameliorates	DOID:0111155	autosomal recessive spinocerebellar ataxia 21	FBal0221085	Appl[UAS.Tag:HA]			modeled by FLYBASE:yata[KE2.1]; FB:FBal0221082	FBrf0206756
FBgn0000108	Appl		exacerbates	DOID:1289	neurodegenerative disease	FBal0028990	Appl[d]			modeled by FLYBASE:SNF4A&ggr;[loe]; FB:FBal0144604	FBrf0155731
FBgn0000109	Aprt		model of	DOID:0060350	adenine phosphoribosyltransferase deficiency			HGNC:626	APRT	IEA	FBrf0241599
FBgn0000114	bru1		exacerbates	DOID:680	tauopathy	FBal0209071	bru1[GD8699]			modeled by FLYBASE:Hsap\MAPT[V337M.UAS]; FB:FBal0126525	FBrf0223922
FBgn0000114	bru1		ameliorates	DOID:680	tauopathy	FBal0245236	bru1[UASp.cSa]			modeled by FLYBASE:Hsap\MAPT[V337M.UAS]; FB:FBal0126525	FBrf0223922
FBgn0000114	bru1		exacerbates	DOID:680	tauopathy	FBal0155648	bru1[BG01566]			modeled by FLYBASE:Hsap\MAPT[R406W.UAS]; FB:FBal0126527	FBrf0234030
FBgn0000114	bru1		exacerbates	DOID:680	tauopathy	FBal0155648	bru1[BG01566]			modeled by FLYBASE:Hsap\MAPT[UAS.cWa]; FB:FBal0126526	FBrf0234030
FBgn0000114	bru1		exacerbates	DOID:680	tauopathy	FBal0155648	bru1[BG01566]			modeled by FLYBASE:Hsap\MAPT[V337M.UAS]; FB:FBal0126525	FBrf0234030
FBgn0000115	Arl1		ameliorates	DOID:8466	retinal degeneration	FBal0198751	Arl1[GD6768]			modeled by FLYBASE:ninaE[D1]; FB:FBal0046168	FBrf0214528
FBgn0000117	arm		ameliorates	DOID:12858	Huntington's disease	FBal0000711	arm[2]			modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194	FBrf0201545
FBgn0000117	arm		ameliorates	DOID:12858	Huntington's disease	FBal0000712	arm[3]			modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194	FBrf0201545
FBgn0000117	arm		ameliorates	DOID:12858	Huntington's disease	FBal0102647	arm[G0234]			modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194	FBrf0201545
FBgn0000117	arm		ameliorates	DOID:12858	Huntington's disease	FBal0103762	arm[G0192]			modeled by FLYBASE:Hsap\HTT[128Q.1-336.UAS]; FB:FBal0294194	FBrf0201545
FBgn0000117	arm		ameliorates	DOID:12858	Huntington's disease	FBal0000712	arm[3]			modeled by FLYBASE:Hsap\HTT[Q93.ex1.UAS]; FB:FBal0127292	FBrf0218478
FBgn0000117	arm		exacerbates	DOID:12858	Huntington's disease	FBal0061501	arm[S10.UAS.Tag:MYC]			modeled by FLYBASE:Hsap\HTT[Q93.ex1.UAS]; FB:FBal0127292	FBrf0218478
FBgn0000117	arm		ameliorates	DOID:12858	Huntington's disease	FBal0103762	arm[G0192]			modeled by FLYBASE:Hsap\HTT[Q93.ex1.UAS]; FB:FBal0127292	FBrf0218478
FBgn0000117	arm		model of	DOID:0080551	Naxos disease			HGNC:6207	JUP	IEA	FBrf0241599
FBgn0000117	arm		ameliorates	DOID:0060490	Schimke immuno-osseous dysplasia	FBal0000710	arm[1]			modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695	FBrf0233913
FBgn0000117	arm		ameliorates	DOID:0060490	Schimke immuno-osseous dysplasia	FBal0000711	arm[2]			modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695	FBrf0233913
FBgn0000117	arm		ameliorates	DOID:0060490	Schimke immuno-osseous dysplasia	FBal0000713	arm[4]			modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695	FBrf0233913
FBgn0000117	arm		ameliorates	DOID:0060490	Schimke immuno-osseous dysplasia	FBal0000716	arm[8]			modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695	FBrf0233913
FBgn0000117	arm		ameliorates	DOID:0060490	Schimke immuno-osseous dysplasia	FBal0103762	arm[G0192]			modeled by FLYBASE:Marcal1[UAS.cBa]; FB:FBal0276695	FBrf0233913
FBgn0000117	arm		model of	DOID:0110083	arrhythmogenic right ventricular dysplasia 12			HGNC:6207	JUP	IEA	FBrf0241599
FBgn0000117	arm		model of	DOID:0070049	autosomal dominant non-syndromic intellectual disability 19			HGNC:2514	CTNNB1	IEA	FBrf0241599
FBgn0000117	arm		exacerbates	DOID:162	cancer	FBal0061501	arm[S10.UAS.Tag:MYC]			modeled by FLYBASE:Hipk[UAS.Tag:HA]; FB:FBal0240413	FBrf0237780
FBgn0000117	arm		model of	DOID:162	cancer	FBal0360528	arm[H47R.UAS.Tag:HA]			CEA with FLYBASE:Scer\GAL4[ey.3.5.Exel]; FB:FBal0155840	FBrf0240580
FBgn0000117	arm		DOES NOT model	DOID:162	cancer	FBal0360529	arm[H47A.UAS.Tag:HA]			CEA with FLYBASE:Scer\GAL4[ey.3.5.Exel]; FB:FBal0155840	FBrf0240580
FBgn0000117	arm		model of	DOID:305	carcinoma	FBal0155641	arm[UAS.Exel]			CEA	FBrf0242372
FBgn0000117	arm		model of	DOID:305	carcinoma	FBal0155641	arm[UAS.Exel]			is exacerbated by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0242372
FBgn0000117	arm		ameliorates	DOID:305	carcinoma	FBal0209078	arm[GD1372]			modeled by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587, FLYBASE:l(2)gl[4]; FB:FBal0009225	FBrf0242372
FBgn0000117	arm		model of	DOID:9256	colorectal cancer			HGNC:2514	CTNNB1	IEA	FBrf0241599
FBgn0000117	arm		model of	DOID:0080264	exudative vitreoretinopathy 7			HGNC:2514	CTNNB1	IEA	FBrf0241599
FBgn0000117	arm		model of	DOID:684	hepatocellular carcinoma			HGNC:2514	CTNNB1	IEA	FBrf0241599
FBgn0000117	arm		ameliorates	DOID:1059	intellectual disability	FBal0061501	arm[S10.UAS.Tag:MYC]			modeled by FLYBASE:Hsap\HUWE1[UAS.cVa]; FB:FBal0294113	FBrf0223502
FBgn0000117	arm		model of	DOID:0050902	medulloblastoma			HGNC:2514	CTNNB1	IEA	FBrf0241599
FBgn0000117	arm		model of	DOID:9970	obesity	FBal0263324	arm[HMS01414]			CEA	FBrf0225552
FBgn0000117	arm		model of	DOID:2394	ovarian cancer			HGNC:2514	CTNNB1	IEA	FBrf0241599
FBgn0000117	arm		model of	DOID:5374	pilomatrixoma			HGNC:2514	CTNNB1	IEA	FBrf0241599
FBgn0000117	arm		ameliorates	DOID:680	tauopathy	FBal0000710	arm[1]			modeled by FLYBASE:Hsap\MAPT[GMR.Ex.PJ]; FB:FBal0137485	FBrf0149139
FBgn0000117	arm		ameliorates	DOID:680	tauopathy	FBal0000713	arm[4]			modeled by FLYBASE:Hsap\MAPT[GMR.Ex.PJ]; FB:FBal0137485	FBrf0149139
FBgn0000117	arm		exacerbates	DOID:680	tauopathy	FBal0061501	arm[S10.UAS.Tag:MYC]			modeled by FLYBASE:Hsap\MAPT[GMR.Ex.PJ]; FB:FBal0137485	FBrf0149139
FBgn0000119	arr		model of	DOID:0080037	Worth syndrome			HGNC:6697	LRP5	IEA	FBrf0241599
FBgn0000119	arr		model of	DOID:0110937	autosomal dominant osteopetrosis 1			HGNC:6697	LRP5	IEA	FBrf0241599
FBgn0000119	arr		model of	DOID:3393	coronary artery disease			HGNC:6698	LRP6	IEA	FBrf0241599
FBgn0000119	arr		model of	DOID:0111411	exudative vitreoretinopathy 4			HGNC:6697	LRP5	IEA	FBrf0241599
FBgn0000119	arr		model of	DOID:11476	osteoporosis			HGNC:6697	LRP5	IEA	FBrf0241599
FBgn0000119	arr		model of	DOID:0060849	osteoporosis-pseudoglioma syndrome			HGNC:6697	LRP5	IEA	FBrf0241599
FBgn0000120	Arr1		model of	DOID:0110712	Oguchi disease-1			HGNC:10521	SAG	IEA	FBrf0241599
FBgn0000120	Arr1		model of	DOID:0110369	retinitis pigmentosa 47			HGNC:10521	SAG	IEA	FBrf0241599
FBgn0000121	Arr2		model of	DOID:0110712	Oguchi disease-1			HGNC:10521	SAG	IEA	FBrf0241599
FBgn0000121	Arr2		ameliorates	DOID:5679	retinal disease	FBal0246061	Arr2[K391A]			modeled by FLYBASE:norpA[EE5]; FB:FBal0013100	FBrf0191981
FBgn0000121	Arr2		ameliorates	DOID:5679	retinal disease	FBal0246062	Arr2[R393A]			modeled by FLYBASE:norpA[EE5]; FB:FBal0013100	FBrf0191981
FBgn0000121	Arr2		model of	DOID:0110369	retinitis pigmentosa 47			HGNC:10521	SAG	IEA	FBrf0241599
FBgn0000121	Arr2		model of	DOID:10003	sensorineural hearing loss	FBal0098951	Arr2[5]			CEA	FBrf0219321
FBgn0000137	ase		ameliorates	DOID:1319	brain cancer	FBal0030517	ase[UAS.cBa]			modeled by FLYBASE:tll[UAS.cKa]; FB:FBal0243000	FBrf0245081
FBgn0000139	ash2		exacerbates	DOID:0060201	amyotrophic lateral sclerosis type 10	FBal0155629	ash2[EY03971]			modeled by FLYBASE:Hsap\TARDBP[UAS.cEa]; FB:FBal0270163	FBrf0237418
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0000773	asp[1]			CEA with FLYBASE:asp[E3]; FB:FBal0030522	FBrf0223188
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0030522	asp[E3]			CEA	FBrf0223188
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0030522	asp[E3]			CEA with FLYBASE:asp[1]; FB:FBal0000773	FBrf0223188
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0030522	asp[E3]			CEA with FLYBASE:asp[L1]; FB:FBal0030524	FBrf0223188
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0030522	asp[E3]			CEA with FLYBASE:asp[MB11367]; FB:FBal0240072	FBrf0223188
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0030524	asp[L1]			CEA with FLYBASE:asp[E3]; FB:FBal0030522	FBrf0223188
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0240072	asp[MB11367]			CEA with FLYBASE:asp[E3]; FB:FBal0030522	FBrf0223188
FBgn0000140	asp		model of	DOID:10907	microcephaly	FBal0318737	asp[t25]			CEA	FBrf0230402
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0030522	asp[E3]			CEA	FBrf0200956
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0030522	asp[E3]			is ameliorated by FLYBASE:mad2[G6595]; FB:FBal0277486	FBrf0200956
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0030522	asp[E3]			is ameliorated by FLYBASE:mad2[Δ]; FB:FBal0247990	FBrf0200956
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0030522	asp[E3]			is ameliorated by FLYBASE:rod[unspecified]; FB:FBal0095223	FBrf0200956
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5			HGNC:19048	ASPM	IEA	FBrf0241599
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0030522	asp[E3]			CEC	FBrf0244212
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0030524	asp[L1]			CEC	FBrf0244212
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0318737	asp[t25]			CEC	FBrf0244212
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0318737	asp[t25]			is ameliorated by FLYBASE:asp[MF.GFP]; FB:FBal0358746	FBrf0244212
FBgn0000140	asp		model of	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0318737	asp[t25]			is exacerbated by FLYBASE:Wdr62[Δ3-9]; FB:FBal0318556	FBrf0244212
FBgn0000140	asp		ameliorates	DOID:0070280	primary autosomal recessive microcephaly 5	FBal0358746	asp[MF.GFP]			modeled by FLYBASE:asp[t25]; FB:FBal0318737	FBrf0244212
FBgn0000140	asp		exacerbates	DOID:680	tauopathy	FBal0268045	asp[UASp.EGFP]			modeled by FLYBASE:Hsap\MAPT[UAS.cWa]; FB:FBal0126526	FBrf0244983
FBgn0000146	aub		ameliorates	DOID:0060198	amyotrophic lateral sclerosis type 6	FBal0000798	aub[HN2]			modeled by FLYBASE:caz[VDRC.cUa]; FB:FBal0296654	FBrf0241459
FBgn0000146	aub		ameliorates	DOID:0060198	amyotrophic lateral sclerosis type 6	FBal0030533	aub[QC42]			modeled by FLYBASE:caz[VDRC.cUa]; FB:FBal0296654	FBrf0241459
FBgn0000146	aub		exacerbates	DOID:0060198	amyotrophic lateral sclerosis type 6	FBal0126452	aub[UASp.mGFP6]			modeled by FLYBASE:caz[HMS00790]; FB:FBal0257471	FBrf0241459
FBgn0000146	aub		exacerbates	DOID:0060198	amyotrophic lateral sclerosis type 6	FBal0126452	aub[UASp.mGFP6]			modeled by FLYBASE:caz[VDRC.cUa]; FB:FBal0296654	FBrf0241459
FBgn0000146	aub		ameliorates	DOID:1319	brain cancer	FBal0030533	aub[QC42]			modeled by FLYBASE:l(3)mbt[ts1]; FB:FBal0028387	FBrf0212713
FBgn0000147	aurA		model of	DOID:1319	brain cancer	FBal0197863	aurA[8839]			CEA	FBrf0194325
FBgn0000147	aurA		model of	DOID:1319	brain cancer	FBal0197863	aurA[8839]			is ameliorated by FLYBASE:N[l1N-ts1]; FB:FBal0012887	FBrf0194325
FBgn0000147	aurA		model of	DOID:1319	brain cancer	FBal0197863	aurA[8839]			is ameliorated by FLYBASE:dap[UAS.cLa]; FB:FBal0057654	FBrf0194325
FBgn0000147	aurA		model of	DOID:1319	brain cancer	FBal0197863	aurA[8839]			is ameliorated by FLYBASE:numb[PTB.UAS.GFP]; FB:FBal0146968	FBrf0194325
FBgn0000147	aurA		model of	DOID:9256	colorectal cancer			HGNC:11393	AURKA	IEA	FBrf0241599
FBgn0000147	aurA		ameliorates	DOID:3070	high grade glioma	FBal0230597	aurA[KK100143]			modeled by FLYBASE:Wdr62[UAS.Tag:HA]; FB:FBal0361084	FBrf0245775
FBgn0000147	aurA		exacerbates	DOID:0070293	primary autosomal recessive microcephaly 2 with or without cortical malformations	FBal0230597	aurA[KK100143]			modeled by FLYBASE:Wdr62[NIG.7337R]; FB:FBal0275530	FBrf0236106
FBgn0000147	aurA		model of	DOID:0070183	spermatogenic failure 5			HGNC:11391	AURKC	IEA	FBrf0241599
FBgn0000150	awd		ameliorates	DOID:0050204	Epstein-Barr virus hepatitis	FBal0010910	awd[j2A4]			modeled by FLYBASE:EBV\BRLF1[GMR.PA]; FB:FBal0297399	FBrf0218446
FBgn0000150	awd		ameliorates	DOID:8568	infectious mononucleosis	FBal0010910	awd[j2A4]			modeled by FLYBASE:EBV\BRLF1[GMR.PA]; FB:FBal0297399	FBrf0218446
FBgn0000150	awd		model of	DOID:8712	neurofibromatosis	FBal0000811	awd[K]			CEA with FLYBASE:pn[MS2]; FB:FBal0013899	FBrf0056008
FBgn0000150	awd		ameliorates	DOID:934	viral infectious disease	FBal0010910	awd[j2A4]			modeled by FLYBASE:EBV\BRLF1[GMR.PA]; FB:FBal0297399	FBrf0218446
FBgn0000152	Axs		model of	DOID:0050999	autosomal recessive spinocerebellar ataxia 10			HGNC:25519	ANO10	IEA	FBrf0241599
FBgn0000157	Dll		model of	DOID:0110053	amelogenesis imperfecta type 4			HGNC:2916	DLX3	IEA	FBrf0241599
FBgn0000157	Dll		model of	DOID:0080408	orofacial cleft 15			HGNC:2917	DLX4	IEA	FBrf0241599
FBgn0000157	Dll		model of	DOID:0090021	split hand-foot malformation 1			HGNC:2918	DLX5	IEA	FBrf0241599
FBgn0000157	Dll		model of	DOID:0090024	split hand-foot malformation 1 with sensorineural hearing loss			HGNC:2918	DLX5	IEA	FBrf0241599
FBgn0000157	Dll		model of	DOID:0111565	trichodontoosseous syndrome			HGNC:2916	DLX3	IEA	FBrf0241599
FBgn0000163	baz		model of	DOID:162	cancer	FBal0001024	baz[4]			CEA with FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0168030
FBgn0000163	baz		ameliorates	DOID:2531	hematologic cancer	FBal0094575	baz[UAS.cKa]			modeled by FLYBASE:hop[Tum]; FB:FBal0005547	FBrf0210131
FBgn0000163	baz		ameliorates	DOID:2531	hematologic cancer	FBal0209111	baz[GD1384]			modeled by FLYBASE:hop[Tum]; FB:FBal0005547	FBrf0210131
FBgn0000173	ben		ameliorates	DOID:162	cancer	FBal0001101	ben[1]			modeled by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587, FLYBASE:l(2)gl[4]; FB:FBal0009225	FBrf0224023
FBgn0000173	ben		ameliorates	DOID:162	cancer	FBal0209139	ben[GD1387]			modeled by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587, FLYBASE:l(2)gl[4]; FB:FBal0009225	FBrf0224023
FBgn0000179	bi		exacerbates	DOID:2129	atypical teratoid rhabdoid tumor	FBal0293453	bi[HMS02815]			modeled by FLYBASE:Snr1[KK101602]; FB:FBal0231379	FBrf0241270
FBgn0000179	bi		DOES NOT ameliorate	DOID:162	cancer	FBal0344791	bi[UAS.cPa]			modeled by FLYBASE:shg[UAS.cSa]; FB:FBal0056179	FBrf0227274
FBgn0000179	bi		model of	DOID:162	cancer	FBal0344791	bi[UAS.cPa]			CEA	FBrf0227274
FBgn0000179	bi		model of	DOID:162	cancer	FBal0344791	bi[UAS.cPa]			is NOT ameliorated by FLYBASE:Diap1[UAS.cUa]; FB:FBal0276787	FBrf0227274
FBgn0000179	bi		model of	DOID:162	cancer	FBal0344791	bi[UAS.cPa]			is NOT ameliorated by FLYBASE:Timp[UAS.cPa]; FB:FBal0150584	FBrf0227274
FBgn0000179	bi		model of	DOID:162	cancer	FBal0344791	bi[UAS.cPa]			is NOT ameliorated by FLYBASE:bsk[K53R.UAS]; FB:FBal0119311	FBrf0227274
FBgn0000179	bi		model of	DOID:162	cancer	FBal0344791	bi[UAS.cPa]			is NOT ameliorated by FLYBASE:shg[UAS.cSa]; FB:FBal0056179	FBrf0227274
FBgn0000179	bi		model of	DOID:0060614	ulnar-mammary syndrome			HGNC:11602	TBX3	IEA	FBrf0241599
FBgn0000179	bi		model of	DOID:0070345	vertebral anomalies and variable endocrine and T-cell dysfunction			HGNC:11597	TBX2	IEA	FBrf0241599
FBgn0000181	bic		exacerbates	DOID:1440	Machado-Joseph disease	FBal0209145	bic[GD5037]			modeled by FLYBASE:Hsap\ATXN3[tr.Q78.UAS.Tag:HA]; FB:FBal0090630	FBrf0219927
FBgn0000182	BicC		model of	DOID:2975	cystic kidney disease	FBal0001135	BicC[1]			CEA	FBrf0235298
FBgn0000182	BicC		model of	DOID:2975	cystic kidney disease	FBal0001139	BicC[5]			CEA	FBrf0235298
FBgn0000182	BicC		model of	DOID:2975	cystic kidney disease	FBal0001139	BicC[5]			is ameliorated by FLYBASE:Myc[JF01761]; FB:FBal0219810	FBrf0235298
FBgn0000182	BicC		model of	DOID:2975	cystic kidney disease	FBal0001139	BicC[5]			is ameliorated by FLYBASE:Myc[JF01762]; FB:FBal0219811	FBrf0235298
FBgn0000182	BicC		model of	DOID:2975	cystic kidney disease	FBal0001135	BicC[1]			CEA	FBrf0243769
FBgn0000182	BicC		model of	DOID:2975	cystic kidney disease	FBal0001139	BicC[5]			CEA	FBrf0243769
FBgn0000182	BicC		model of	DOID:0111682	diffuse cystic renal dysplasia			HGNC:19351	BICC1	IEA	FBrf0241599
FBgn0000183	BicD		model of	DOID:0070349	spinal muscular atrophy with lower extremity predominance 2A	FBal0316399	BicD[r5]			CEA with FLYBASE:BicD[S103L.UAS.Tag:FLAG]; FB:FBal0344234	FBrf0238825
FBgn0000183	BicD		model of	DOID:0070349	spinal muscular atrophy with lower extremity predominance 2A	FBal0316399	BicD[r5]			CEA with FLYBASE:BicD[T644M.UAS.Tag:FLAG]; FB:FBal0344235	FBrf0238825
FBgn0000183	BicD		model of	DOID:0070349	spinal muscular atrophy with lower extremity predominance 2A	FBal0344234	BicD[S103L.UAS.Tag:FLAG]			CEA with FLYBASE:BicD[r5]; FB:FBal0316399	FBrf0238825
FBgn0000183	BicD		model of	DOID:0070349	spinal muscular atrophy with lower extremity predominance 2A	FBal0344235	BicD[T644M.UAS.Tag:FLAG]			CEA with FLYBASE:BicD[r5]; FB:FBal0316399	FBrf0238825
FBgn0000183	BicD		model of	DOID:0070349	spinal muscular atrophy with lower extremity predominance 2A			HGNC:17208	BICD2	IEA	FBrf0241599
FBgn0000183	BicD		model of	DOID:0070350	spinal muscular atrophy with lower extremity predominante 2B			HGNC:17208	BICD2	IEA	FBrf0241599
FBgn0000212	brm		model of	DOID:0070046	Coffin-Siris syndrome 4			HGNC:11100	SMARCA4	IEA	FBrf0241599
FBgn0000212	brm		ameliorates	DOID:162	cancer	FBal0086705	brm[K804R.UAS.Tag:HA]			modeled by FLYBASE:dlg1[HMS01954]; FB:FBal0279068	FBrf0227898
FBgn0000212	brm		model of	DOID:0050340	opportunistic bacterial infectious disease	FBal0209177	brm[GD4507]			CEA	FBrf0226504
FBgn0000221	brn		ameliorates	DOID:0112050	non-syndromic X-linked intellectual disability 63	FBal0325661	brn[UASp.cCa]			modeled by FLYBASE:Acsl[05847]; FB:FBal0008097, FLYBASE:Acsl[KO]; FB:FBal0247206	FBrf0233897
FBgn0000228	Nin		DOES NOT model	DOID:0050569	Seckel syndrome	FBal0319436	Nin[1]			CEA	FBrf0232472
FBgn0000228	Nin		model of	DOID:0070011	Seckel syndrome 7			HGNC:14906	NIN	IEA	FBrf0241599
FBgn0000229	bsk		ameliorates	DOID:10652	Alzheimer's disease	FBal0001321	bsk[1]			modeled by FLYBASE:Hsap\APP[Aβ42.UAS.cUa]; FB:FBal0295570	FBrf0217666
FBgn0000229	bsk		ameliorates	DOID:0080348	Alzheimer's disease 1	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:Hsap\APP[A&bgr;42.UAS.cUa]; FB:FBal0295570	FBrf0245276
FBgn0000229	bsk		exacerbates	DOID:12858	Huntington's disease	FBal0209184	bsk[GD10555]			modeled by FLYBASE:Hsap\HTT[Q91.ex1.QUAS.mCherry]; FB:FBal0357108	FBrf0228078
FBgn0000229	bsk		model of	DOID:14330	Parkinson's disease	FBal0001321	bsk[1]			CEA	FBrf0224132
FBgn0000229	bsk		model of	DOID:14330	Parkinson's disease	FBal0001322	bsk[2]			CEA	FBrf0224132
FBgn0000229	bsk		exacerbates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:Dl[UAS.cDa]; FB:FBal0048207, FLYBASE:lola[GS88A8]; FB:FBal0190040, FLYBASE:psq[GS88A8]; FB:FBal0192088	FBrf0207469
FBgn0000229	bsk		model of	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			CEA with FLYBASE:Dl[UAS.cDa]; FB:FBal0048207	FBrf0207469
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:dor[8]; FB:FBal0002736, FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0211186
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587, FLYBASE:scrib[1]; FB:FBal0103577	FBrf0213139
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:Csk[Q156Stop]; FB:FBal0193619, FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0222251
FBgn0000229	bsk		DOES NOT ameliorate	DOID:162	cancer	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:bi[UAS.cPa]; FB:FBal0344791	FBrf0227274
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:mei-41[GD4258]; FB:FBal0210058	FBrf0227621
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:okr[KK107487]; FB:FBal0234964	FBrf0227621
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:l(2)gl[GD4047]; FB:FBal0209863, FLYBASE:RpL27A[1]; FB:FBal0011887	FBrf0227832
FBgn0000229	bsk		DOES NOT ameliorate	DOID:162	cancer	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:aPKC[ΔN.UAS]; FB:FBal0144482	FBrf0227898
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:dlg1[HMS01954]; FB:FBal0279068	FBrf0227898
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:Hsap\S100A4[wt.UAS]; FB:FBal0342457, FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587	FBrf0234655
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587, FLYBASE:PpV[&Dgr;1]; FB:FBal0336295	FBrf0235868
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:Ras85D[V12.UAS]; FB:FBal0060587, FLYBASE:fmt[1]; FB:FBal0336298	FBrf0235868
FBgn0000229	bsk		DOES NOT ameliorate	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:Hipk[UAS.Tag:HA]; FB:FBal0240413	FBrf0237780
FBgn0000229	bsk		exacerbates	DOID:162	cancer	FBal0097043	bsk[DN.UAS]			modeled by FLYBASE:pnut[GD1512]; FB:FBal0210369, FLYBASE:yki[UAS.cHa]; FB:FBal0191232	FBrf0238801
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:Raf[F22.hs]; FB:FBal0039752	FBrf0249183
FBgn0000229	bsk		ameliorates	DOID:162	cancer	FBal0257458	bsk[HMS00777]			modeled by FLYBASE:Raf[F22.hs]; FB:FBal0039752	FBrf0249183
FBgn0000229	bsk		exacerbates	DOID:305	carcinoma	FBal0119311	bsk[K53R.UAS]			modeled by FLYBASE:scrib[1]; FB:FBal0103577	FBrf0167548
