mmus_gene_id,mmus_gene_name,dmel_gene_id,dmel_gene_name,diopt_score
ENSMUSG00000005883,Spo11,FBgn0002716,mei-W68,16
ENSMUSG00000032418,Me1,FBgn0002719,Men,18
ENSMUSG00000030621,Me3,FBgn0002719,Men,14
ENSMUSG00000024556,Me2,FBgn0002719,Men,11
ENSMUSG00000028940,Hes2,FBgn0002734,E(spl)mdelta-HLH,8
ENSMUSG00000030188,Magohb,FBgn0002736,mago,16
ENSMUSG00000028609,Magoh,FBgn0002736,mago,14
ENSMUSG00000042699,Dhx9,FBgn0002774,mle,17
ENSMUSG00000031358,Msl3,FBgn0002775,msl-3,16
ENSMUSG00000047669,Msl3l2,FBgn0002775,msl-3,12
ENSMUSG00000040010,Slc7a5,FBgn0002778,mnd,13
ENSMUSG00000000958,Slc7a7,FBgn0002778,mnd,11
ENSMUSG00000022180,Slc7a8,FBgn0002778,mnd,10
ENSMUSG00000030495,Slc7a10,FBgn0002778,mnd,10
ENSMUSG00000031904,Slc7a6,FBgn0002778,mnd,10
ENSMUSG00000025369,Smarcc2,FBgn0002783,mor,16
ENSMUSG00000032481,Smarcc1,FBgn0002783,mor,14
ENSMUSG00000039067,Psmd7,FBgn0002787,Rpn8,16
ENSMUSG00000032085,Tagln,FBgn0002789,Mp20,10
ENSMUSG00000026965,Anapc2,FBgn0002791,mr,16
ENSMUSG00000032555,Topbp1,FBgn0002878,mus101,15
ENSMUSG00000026048,Ercc5,FBgn0002887,mus201,8
ENSMUSG00000019841,Rev3l,FBgn0002891,DNApol-zeta,14
ENSMUSG00000035266,Helq,FBgn0002899,mus301,16
ENSMUSG00000034206,Polq,FBgn0002905,DNApol-theta,16
ENSMUSG00000030528,Blm,FBgn0002906,Blm,13
ENSMUSG00000019982,Myb,FBgn0002914,Myb,13
ENSMUSG00000025912,Mybl1,FBgn0002914,Myb,13
ENSMUSG00000017861,Mybl2,FBgn0002914,Myb,10
ENSMUSG00000000197,Nalcn,FBgn0002917,na,16
ENSMUSG00000033161,Atp1a1,FBgn0002921,Atpalpha,16
ENSMUSG00000040907,Atp1a3,FBgn0002921,Atpalpha,16
ENSMUSG00000007097,Atp1a2,FBgn0002921,Atpalpha,13
ENSMUSG00000009471,Myod1,FBgn0002922,nau,13
ENSMUSG00000000435,Myf5,FBgn0002922,nau,12
ENSMUSG00000035923,Myf6,FBgn0002922,nau,10
ENSMUSG00000024301,Kifc5b,FBgn0002924,ncd,13
ENSMUSG00000079553,Kifc1,FBgn0002924,ncd,13
ENSMUSG00000037621,Atoh8,FBgn0002931,net,10
ENSMUSG00000006435,Neurl1a,FBgn0002932,neur,15
ENSMUSG00000034413,Neurl1b,FBgn0002932,neur,15
ENSMUSG00000032066,Bco2,FBgn0002937,ninaB,15
ENSMUSG00000031845,Bco1,FBgn0002937,ninaB,13
ENSMUSG00000028174,Rpe65,FBgn0002937,ninaB,11
ENSMUSG00000025716,Myo3a,FBgn0002938,ninaC,14
ENSMUSG00000042064,Myo3b,FBgn0002938,ninaC,11
ENSMUSG00000037936,Scarb1,FBgn0002939,ninaD,8
ENSMUSG00000021799,Opn4,FBgn0002940,ninaE,13
ENSMUSG00000029112,Nkx1-1,FBgn0002941,slou,9
ENSMUSG00000021567,Nkd2,FBgn0002945,nkd,8
ENSMUSG00000051965,Nanos2,FBgn0002962,nos,11
ENSMUSG00000072437,Nanos1,FBgn0002962,nos,11
ENSMUSG00000021224,Numb,FBgn0002973,numb,12
ENSMUSG00000063160,Numbl,FBgn0002973,numb,10
ENSMUSG00000028702,Rad54l,FBgn0002989,okr,18
ENSMUSG00000032368,Zic1,FBgn0003002,opa,10
ENSMUSG00000024480,Ap3s1,FBgn0003008,or,15
ENSMUSG00000063801,Ap3s2,FBgn0003008,or,15
ENSMUSG00000005417,Mprip,FBgn0003016,osp,11
ENSMUSG00000036990,Otud4,FBgn0003023,otu,11
ENSMUSG00000027699,Ect2,FBgn0003041,pbl,15
ENSMUSG00000025578,Cbx8,FBgn0003042,Pc,11
ENSMUSG00000089715,Cbx6,FBgn0003042,Pc,11
ENSMUSG00000053411,Cbx7,FBgn0003042,Pc,10
ENSMUSG00000026873,Phf19,FBgn0003044,Pcl,14
ENSMUSG00000029267,Mtf2,FBgn0003044,Pcl,13
ENSMUSG00000024193,Phf1,FBgn0003044,Pcl,11
ENSMUSG00000054874,Pcnx3,FBgn0003048,pcx,12
ENSMUSG00000021140,Pcnx,FBgn0003048,pcx,11
ENSMUSG00000060212,Pcnx2,FBgn0003048,pcx,11
ENSMUSG00000039087,Rreb1,FBgn0003053,peb,11
ENSMUSG00000046865,Fbl,FBgn0003062,Fib,14
ENSMUSG00000051062,Fbll1,FBgn0003062,Fib,11
ENSMUSG00000040618,Pck2,FBgn0003067,Pepck1,16
ENSMUSG00000027513,Pck1,FBgn0003067,Pepck1,14
ENSMUSG00000028957,Per3,FBgn0003068,per,10
ENSMUSG00000033065,Pfkm,FBgn0003071,Pfk,18
ENSMUSG00000021196,Pfkp,FBgn0003071,Pfk,15
ENSMUSG00000020277,Pfkl,FBgn0003071,Pfk,14
ENSMUSG00000036427,Gpi1,FBgn0003074,Pgi,16
ENSMUSG00000025791,Pgm1,FBgn0003076,Pgm1,17
ENSMUSG00000041731,Pgm5,FBgn0003076,Pgm1,14
ENSMUSG00000002413,Braf,FBgn0003079,Raf,15
ENSMUSG00000001127,Araf,FBgn0003079,Raf,13
ENSMUSG00000000441,Raf1,FBgn0003079,Raf,10
ENSMUSG00000036158,Prickle1,FBgn0003090,pk,13
ENSMUSG00000030020,Prickle2,FBgn0003090,pk,12
ENSMUSG00000050965,Prkca,FBgn0003091,Pkc53E,18
ENSMUSG00000052889,Prkcb,FBgn0003091,Pkc53E,15
ENSMUSG00000078816,Prkcg,FBgn0003091,Pkc53E,15
ENSMUSG00000045038,Prkce,FBgn0003093,Pkc98E,15
ENSMUSG00000021108,Prkch,FBgn0003093,Pkc98E,12
ENSMUSG00000015711,Prune1,FBgn0003116,pn,16
ENSMUSG00000021944,Gata4,FBgn0003117,pnr,13
ENSMUSG00000015627,Gata5,FBgn0003117,pnr,11
ENSMUSG00000005836,Gata6,FBgn0003117,pnr,10
ENSMUSG00000032035,Ets1,FBgn0003118,pnt,13
ENSMUSG00000022895,Ets2,FBgn0003118,pnt,11
ENSMUSG00000030867,Plk1,FBgn0003124,polo,18
ENSMUSG00000001497,Pax9,FBgn0003129,Poxm,13
ENSMUSG00000037034,Pax1,FBgn0003129,Poxm,12
ENSMUSG00000040385,Ppp1ca,FBgn0003132,Pp1-13C,12
ENSMUSG00000004455,Ppp1cc,FBgn0003132,Pp1-13C,11
ENSMUSG00000040385,Ppp1ca,FBgn0003134,Pp1alpha-96A,14
ENSMUSG00000004455,Ppp1cc,FBgn0003134,Pp1alpha-96A,12
ENSMUSG00000021223,Papln,FBgn0003137,Ppn,12
ENSMUSG00000026753,Ppp6c,FBgn0003139,PpV,16
ENSMUSG00000040385,Ppp1ca,FBgn0003140,PpY-55A,8
ENSMUSG00000032067,Pts,FBgn0003141,pr,16
ENSMUSG00000028736,Pax7,FBgn0003145,prd,12
ENSMUSG00000004872,Pax3,FBgn0003145,prd,11
ENSMUSG00000037580,Gch1,FBgn0003162,Pu,15
ENSMUSG00000020594,Pum2,FBgn0003165,pum,13
ENSMUSG00000028580,Pum1,FBgn0003165,pum,12
ENSMUSG00000052155,Acvr2a,FBgn0003169,put,13
ENSMUSG00000061393,Acvr2b,FBgn0003169,put,13
ENSMUSG00000013629,Cad,FBgn0003189,r,17
ENSMUSG00000003500,Impdh1,FBgn0003204,ras,17
ENSMUSG00000062867,Impdh2,FBgn0003204,ras,15
ENSMUSG00000025499,Hras,FBgn0003205,Ras85D,14
ENSMUSG00000030265,Kras,FBgn0003205,Ras85D,13
ENSMUSG00000027852,Nras,FBgn0003205,Ras85D,11
ENSMUSG00000055723,Rras2,FBgn0003206,Ras64B,14
ENSMUSG00000038387,Rras,FBgn0003206,Ras64B,10
ENSMUSG00000021686,Ap3b1,FBgn0003210,rb,15
ENSMUSG00000062444,Ap3b2,FBgn0003210,rb,14
ENSMUSG00000029406,Pitpnm2,FBgn0003218,rdgB,14
ENSMUSG00000024851,Pitpnm1,FBgn0003218,rdgB,13
ENSMUSG00000040543,Pitpnm3,FBgn0003218,rdgB,11
ENSMUSG00000027353,Mcm8,FBgn0003227,rec,16
ENSMUSG00000015837,Sqstm1,FBgn0003231,ref(2)P,8
ENSMUSG00000021799,Opn4,FBgn0003248,Rh2,12
ENSMUSG00000020140,Lgr5,FBgn0003255,rk,13
ENSMUSG00000050199,Lgr4,FBgn0003255,rk,10
ENSMUSG00000063358,Mapk1,FBgn0003256,rl,17
ENSMUSG00000063065,Mapk3,FBgn0003256,rl,13
ENSMUSG00000022814,Umps,FBgn0003257,r-l,16
ENSMUSG00000055065,Ddx17,FBgn0003261,Rm62,12
ENSMUSG00000020719,Ddx5,FBgn0003261,Rm62,11
ENSMUSG00000029414,Kntc1,FBgn0003268,rod,14
ENSMUSG00000025508,Rplp2,FBgn0003274,RpLP2,12
ENSMUSG00000033020,Polr2f,FBgn0003275,RpII18,14
ENSMUSG00000005198,Polr2a,FBgn0003277,RpII215,17
ENSMUSG00000027395,Polr1b,FBgn0003278,RpI135,16
ENSMUSG00000032399,Rpl4,FBgn0003279,RpL4,15
ENSMUSG00000032036,Kirrel3,FBgn0003285,rst,13
ENSMUSG00000041734,Kirrel,FBgn0003285,rst,12
ENSMUSG00000036915,Kirrel2,FBgn0003285,rst,11
ENSMUSG00000039254,Pomt1,FBgn0003292,rt,14
ENSMUSG00000017692,Rhbdl3,FBgn0003295,ru,10
ENSMUSG00000020431,Adcy1,FBgn0003301,rut,14
ENSMUSG00000024066,Xdh,FBgn0003308,ry,17
ENSMUSG00000063558,Aox1,FBgn0003308,ry,12
ENSMUSG00000064294,Aox3,FBgn0003308,ry,12
ENSMUSG00000000530,Acvrl1,FBgn0003317,sax,13
ENSMUSG00000026836,Acvr1,FBgn0003317,sax,13
ENSMUSG00000010097,Nxf1,FBgn0003321,sbr,13
ENSMUSG00000031410,Nxf7,FBgn0003321,sbr,12
ENSMUSG00000009941,Nxf2,FBgn0003321,sbr,11
ENSMUSG00000057000,Nxf3,FBgn0003321,sbr,11
ENSMUSG00000024325,Ring1,FBgn0003330,Sce,14
ENSMUSG00000026484,Rnf2,FBgn0003330,Sce,14
ENSMUSG00000000085,Scmh1,FBgn0003334,Scm,13
ENSMUSG00000038700,Hoxb5,FBgn0003339,Scr,11
ENSMUSG00000038253,Hoxa5,FBgn0003339,Scr,10
ENSMUSG00000055320,Tead1,FBgn0003345,sd,16
ENSMUSG00000002249,Tead3,FBgn0003345,sd,15
ENSMUSG00000030353,Tead4,FBgn0003345,sd,14
ENSMUSG00000030796,Tead2,FBgn0003345,sd,14
ENSMUSG00000022391,Rangap1,FBgn0003346,RanGAP,14
ENSMUSG00000038319,Kcnh2,FBgn0003353,sei,14
ENSMUSG00000059742,Kcnh7,FBgn0003353,sei,13
ENSMUSG00000001901,Kcnh6,FBgn0003353,sei,12
ENSMUSG00000031633,Slc25a4,FBgn0003360,sesB,15
ENSMUSG00000016319,Slc25a5,FBgn0003360,sesB,13
ENSMUSG00000069041,Slc25a31,FBgn0003360,sesB,10
ENSMUSG00000019893,Ros1,FBgn0003366,sev,16
ENSMUSG00000022812,Gsk3b,FBgn0003371,sgg,14
ENSMUSG00000057177,Gsk3a,FBgn0003371,sgg,10
ENSMUSG00000047959,Kcna3,FBgn0003380,Sh,14
ENSMUSG00000047976,Kcna1,FBgn0003380,Sh,14
ENSMUSG00000040724,Kcna2,FBgn0003380,Sh,13
ENSMUSG00000035681,Kcnc2,FBgn0003386,Shaw,15
ENSMUSG00000058975,Kcnc1,FBgn0003386,Shaw,15
ENSMUSG00000027895,Kcnc4,FBgn0003386,Shaw,12
ENSMUSG00000020218,Wif1,FBgn0003390,shf,12
ENSMUSG00000026825,Dnm1,FBgn0003392,shi,16
ENSMUSG00000033335,Dnm2,FBgn0003392,shi,14
ENSMUSG00000040265,Dnm3,FBgn0003392,shi,14
ENSMUSG00000040013,Fkbp6,FBgn0003401,shu,13
ENSMUSG00000036840,Siah1a,FBgn0003410,sina,16
ENSMUSG00000040749,Siah1b,FBgn0003410,sina,13
ENSMUSG00000036432,Siah2,FBgn0003410,sina,12
ENSMUSG00000034297,Med13,FBgn0003415,skd,16
ENSMUSG00000018076,Med13l,FBgn0003415,skd,14
ENSMUSG00000016933,Plcg1,FBgn0003416,sl,17
ENSMUSG00000034330,Plcg2,FBgn0003416,sl,13
ENSMUSG00000003526,Prodh,FBgn0003423,slgA,17
ENSMUSG00000063142,Kcnma1,FBgn0003429,slo,15
ENSMUSG00000031576,Kcnu1,FBgn0003429,slo,10
ENSMUSG00000020950,Foxg1,FBgn0003430,slp1,9
ENSMUSG00000015165,Hnrnpl,FBgn0003435,sm,16
ENSMUSG00000024095,Hnrnpll,FBgn0003435,sm,11
ENSMUSG00000001761,Smo,FBgn0003444,smo,16
ENSMUSG00000025380,Fscn2,FBgn0003447,sn,16
ENSMUSG00000029581,Fscn1,FBgn0003447,sn,16
ENSMUSG00000022676,Snai2,FBgn0003448,sna,8
ENSMUSG00000061479,Snrpa,FBgn0003449,snf,15
ENSMUSG00000008333,Snrpb2,FBgn0003449,snf,14
ENSMUSG00000051367,Six1,FBgn0003460,so,15
ENSMUSG00000024134,Six2,FBgn0003460,so,13
ENSMUSG00000022982,Sod1,FBgn0003462,Sod1,14
ENSMUSG00000006958,Chrd,FBgn0003463,sog,13
ENSMUSG00000037326,Capn15,FBgn0003464,sol,14
ENSMUSG00000024533,Spire1,FBgn0003475,spir,17
ENSMUSG00000010154,Spire2,FBgn0003475,spir,12
ENSMUSG00000027323,Rad51,FBgn0003479,spn-A,17
ENSMUSG00000021287,Xrcc3,FBgn0003480,spn-B,16
ENSMUSG00000007646,Rad51c,FBgn0003482,spn-D,14
ENSMUSG00000054003,Tdrd9,FBgn0003483,spn-E,18
ENSMUSG00000033730,Egr3,FBgn0003499,sr,8
ENSMUSG00000029217,Tec,FBgn0003502,Btk29A,13
ENSMUSG00000054892,Txk,FBgn0003502,Btk29A,12
ENSMUSG00000020395,Itk,FBgn0003502,Btk29A,11
ENSMUSG00000031264,Btk,FBgn0003502,Btk29A,11
ENSMUSG00000019256,Ahr,FBgn0003513,ss,11
ENSMUSG00000067818,Myl9,FBgn0003514,sqh,16
ENSMUSG00000034868,Myl12b,FBgn0003514,sqh,15
ENSMUSG00000024254,Abcg8,FBgn0003515,st,8
ENSMUSG00000032518,Rpsa,FBgn0003517,sta,13
ENSMUSG00000025920,Stau2,FBgn0003520,stau,13
ENSMUSG00000039536,Stau1,FBgn0003520,stau,12
ENSMUSG00000032477,Cdc25a,FBgn0003525,stg,15
ENSMUSG00000027330,Cdc25b,FBgn0003525,stg,13
ENSMUSG00000044201,Cdc25c,FBgn0003525,stg,12
ENSMUSG00000003779,Kif20a,FBgn0003545,sub,10
ENSMUSG00000031930,Wwp2,FBgn0003557,Su(dx),15
ENSMUSG00000041058,Wwp1,FBgn0003557,Su(dx),15
ENSMUSG00000027598,Itch,FBgn0003557,Su(dx),14
ENSMUSG00000027176,Cstf3,FBgn0003559,su(f),13
ENSMUSG00000018666,Cbx1,FBgn0003607,Su(var)205,11
ENSMUSG00000032405,Pias1,FBgn0003612,Su(var)2-10,16
ENSMUSG00000025423,Pias2,FBgn0003612,Su(var)2-10,14
ENSMUSG00000028101,Pias3,FBgn0003612,Su(var)2-10,14
ENSMUSG00000029439,Sfswap,FBgn0003638,su(w[a]),13
ENSMUSG00000030551,Nr2f2,FBgn0003651,svp,13
ENSMUSG00000069171,Nr2f1,FBgn0003651,svp,11
ENSMUSG00000027012,Dync1i2,FBgn0003654,sw,17
ENSMUSG00000029757,Dync1i1,FBgn0003654,sw,16
ENSMUSG00000036833,Pnpla7,FBgn0003656,sws,15
ENSMUSG00000004565,Pnpla6,FBgn0003656,sws,14
ENSMUSG00000020894,Vamp2,FBgn0003660,Syb,11
ENSMUSG00000028955,Vamp3,FBgn0003660,Syb,10
ENSMUSG00000030337,Vamp1,FBgn0003660,Syb,10
ENSMUSG00000068039,Tcp1,FBgn0003676,CCT1,17
ENSMUSG00000014767,Tbp,FBgn0003687,Tbp,14
ENSMUSG00000045948,Mrps12,FBgn0003714,tko,15
ENSMUSG00000052430,Bmpr1b,FBgn0003716,tkv,15
ENSMUSG00000021796,Bmpr1a,FBgn0003716,tkv,12
ENSMUSG00000022098,Bmp1,FBgn0003719,tld,12
ENSMUSG00000025013,Tll2,FBgn0003719,tld,12
ENSMUSG00000053626,Tll1,FBgn0003719,tld,12
ENSMUSG00000019803,Nr2e1,FBgn0003720,tll,15
ENSMUSG00000032366,Tpm1,FBgn0003721,Tm1,15
ENSMUSG00000028464,Tpm2,FBgn0003721,Tm1,14
ENSMUSG00000027940,Tpm3,FBgn0003721,Tm1,13
ENSMUSG00000020122,Egfr,FBgn0003731,Egfr,12
ENSMUSG00000062209,Erbb4,FBgn0003731,Egfr,12
ENSMUSG00000018166,Erbb3,FBgn0003731,Egfr,11
ENSMUSG00000062312,Erbb2,FBgn0003731,Egfr,11
ENSMUSG00000022858,Tra2b,FBgn0003742,tra2,12
ENSMUSG00000029817,Tra2a,FBgn0003742,tra2,11
ENSMUSG00000024006,Stk38,FBgn0003744,trc,15
ENSMUSG00000001630,Stk38l,FBgn0003744,trc,14
ENSMUSG00000032098,Treh,FBgn0003748,Treh,15
ENSMUSG00000041710,Trpc5,FBgn0003861,trp,11
ENSMUSG00000027748,Trpc4,FBgn0003861,trp,10
ENSMUSG00000002028,Kmt2a,FBgn0003862,trx,13
ENSMUSG00000006307,Kmt2b,FBgn0003862,trx,12
ENSMUSG00000024098,Twsg1,FBgn0003865,tsg,17
ENSMUSG00000067702,Tuba3a,FBgn0003884,alphaTub84B,15
ENSMUSG00000067338,Tuba3b,FBgn0003884,alphaTub84B,14
ENSMUSG00000023004,Tuba1b,FBgn0003884,alphaTub84B,12
ENSMUSG00000043091,Tuba1c,FBgn0003884,alphaTub84B,12
ENSMUSG00000067338,Tuba3b,FBgn0003885,alphaTub84D,13
ENSMUSG00000067702,Tuba3a,FBgn0003885,alphaTub84D,13
ENSMUSG00000023004,Tuba1b,FBgn0003885,alphaTub84D,11
ENSMUSG00000043091,Tuba1c,FBgn0003885,alphaTub84D,11
ENSMUSG00000067702,Tuba3a,FBgn0003886,alphaTub85E,11
ENSMUSG00000067338,Tuba3b,FBgn0003886,alphaTub85E,10
ENSMUSG00000062380,Tubb3,FBgn0003888,betaTub60D,10
ENSMUSG00000001525,Tubb5,FBgn0003889,betaTub85D,11
ENSMUSG00000036752,Tubb4b,FBgn0003889,betaTub85D,11
ENSMUSG00000045136,Tubb2b,FBgn0003889,betaTub85D,10
ENSMUSG00000040140,Tdrd6,FBgn0003891,tud,10
ENSMUSG00000021466,Ptch1,FBgn0003892,ptc,17
ENSMUSG00000028681,Ptch2,FBgn0003892,ptc,15
ENSMUSG00000042258,Isl1,FBgn0003896,tup,17
ENSMUSG00000032318,Isl2,FBgn0003896,tup,15
ENSMUSG00000035799,Twist1,FBgn0003900,twi,12
ENSMUSG00000090137,Uba52,FBgn0003941,RpL40,15
ENSMUSG00000068240,Gm11808,FBgn0003941,RpL40,13
ENSMUSG00000020460,Rps27a,FBgn0003942,RpS27A,15
ENSMUSG00000008348,Ubc,FBgn0003943,Ubi-p63E,14
ENSMUSG00000028186,Uox,FBgn0003961,Uro,17
ENSMUSG00000015846,Rxra,FBgn0003964,usp,16
ENSMUSG00000039656,Rxrb,FBgn0003964,usp,14
ENSMUSG00000015843,Rxrg,FBgn0003964,usp,12
ENSMUSG00000028011,Tdo2,FBgn0003965,v,16
ENSMUSG00000021549,Rasa1,FBgn0003969,vap,16
ENSMUSG00000049641,Vgll2,FBgn0003975,vg,11
ENSMUSG00000040720,Virma,FBgn0003977,vir,14
ENSMUSG00000029802,Abcg2,FBgn0003996,w,11
ENSMUSG00000029616,Erp29,FBgn0004003,wbl,14
ENSMUSG00000028434,Epb41l4b,FBgn0004049,yrt,12
ENSMUSG00000031400,G6pdx,FBgn0004057,Zw,17
ENSMUSG00000089992,G6pd2,FBgn0004057,Zw,15
ENSMUSG00000036743,Psma8,FBgn0004066,Prosalpha4,15
ENSMUSG00000027566,Psma7,FBgn0004066,Prosalpha4,14
ENSMUSG00000021707,Dhfr,FBgn0004087,Dhfr,16
ENSMUSG00000015605,Srf,FBgn0004101,bs,13
ENSMUSG00000040385,Ppp1ca,FBgn0004103,Pp1-87B,16
ENSMUSG00000004455,Ppp1cc,FBgn0004103,Pp1-87B,13
ENSMUSG00000019942,Cdk1,FBgn0004106,Cdk1,14
ENSMUSG00000025358,Cdk2,FBgn0004107,Cdk2,12
ENSMUSG00000028464,Tpm2,FBgn0004117,Tm2,14
ENSMUSG00000032366,Tpm1,FBgn0004117,Tm2,14
ENSMUSG00000027940,Tpm3,FBgn0004117,Tm2,12
ENSMUSG00000032303,Chrna3,FBgn0004118,nAChRbeta2,15
ENSMUSG00000031491,Chrna6,FBgn0004118,nAChRbeta2,14
ENSMUSG00000022041,Chrna2,FBgn0004118,nAChRbeta2,13
ENSMUSG00000038503,Mesd,FBgn0004132,boca,15
ENSMUSG00000074899,Sptbn5,FBgn0004167,kst,13
ENSMUSG00000021721,Htr1a,FBgn0004168,5-HT1A,10
ENSMUSG00000061723,Tnnt3,FBgn0004169,up,10
ENSMUSG00000064179,Tnnt1,FBgn0004169,up,10
ENSMUSG00000009248,Ascl2,FBgn0004170,sc,10
ENSMUSG00000009630,Ppp2cb,FBgn0004177,mts,17
ENSMUSG00000020349,Ppp2ca,FBgn0004177,mts,17
ENSMUSG00000027606,Dnajc5b,FBgn0004179,Csp,14
ENSMUSG00000000826,Dnajc5,FBgn0004179,Csp,13
ENSMUSG00000027276,Jag1,FBgn0004197,Ser,15
ENSMUSG00000002799,Jag2,FBgn0004197,Ser,14
ENSMUSG00000029705,Cux1,FBgn0004198,ct,12
ENSMUSG00000042589,Cux2,FBgn0004198,ct,10
ENSMUSG00000028820,Sfpq,FBgn0004227,nonA,14
ENSMUSG00000031311,Nono,FBgn0004227,nonA,13
ENSMUSG00000021938,Pspc1,FBgn0004227,nonA,12
ENSMUSG00000004980,Hnrnpa2b1,FBgn0004237,Hrb87F,12
ENSMUSG00000046434,Hnrnpa1,FBgn0004237,Hrb87F,12
ENSMUSG00000035864,Syt1,FBgn0004242,Syt1,14
ENSMUSG00000026452,Syt2,FBgn0004242,Syt1,12
ENSMUSG00000022382,Wnt7b,FBgn0004360,Wnt2,15
ENSMUSG00000030093,Wnt7a,FBgn0004360,Wnt2,13
ENSMUSG00000021771,Vdac2,FBgn0004363,porin,15
ENSMUSG00000020402,Vdac1,FBgn0004363,porin,14
ENSMUSG00000008892,Vdac3,FBgn0004363,porin,12
ENSMUSG00000032409,Atr,FBgn0004367,mei-41,16
ENSMUSG00000020154,Ptprb,FBgn0004368,Ptp4E,14
ENSMUSG00000020154,Ptprb,FBgn0004370,Ptp10D,15
ENSMUSG00000038861,Pi4kb,FBgn0004373,fwd,15
ENSMUSG00000041498,Kif14,FBgn0004374,neb,10
ENSMUSG00000012443,Kif11,FBgn0004378,Klp61F,16
ENSMUSG00000027115,Kif18a,FBgn0004379,Klp67A,14
ENSMUSG00000051378,Kif18b,FBgn0004379,Klp67A,12
ENSMUSG00000018395,Kif3a,FBgn0004380,Klp64D,16
ENSMUSG00000027475,Kif3b,FBgn0004381,Klp68D,15
ENSMUSG00000020668,Kif3c,FBgn0004381,Klp68D,13
ENSMUSG00000038844,Kif16b,FBgn0004387,Klp98A,15
ENSMUSG00000031453,Rasa3,FBgn0004390,RasGAP1,16
ENSMUSG00000032413,Rasa2,FBgn0004390,RasGAP1,15
ENSMUSG00000014355,Anapc1,FBgn0004391,shtd,17
ENSMUSG00000032015,Pou2f3,FBgn0004394,pdm2,8
ENSMUSG00000020770,Unk,FBgn0004395,unk,14
ENSMUSG00000015127,Unkl,FBgn0004395,unk,11
ENSMUSG00000027230,Creb3l1,FBgn0004396,CrebA,12
ENSMUSG00000038648,Creb3l2,FBgn0004396,CrebA,12
ENSMUSG00000021823,Vcl,FBgn0004397,Vinc,15
ENSMUSG00000024608,Rps14,FBgn0004403,RpS14a,13
ENSMUSG00000024608,Rps14,FBgn0004404,RpS14b,13
ENSMUSG00000039176,Polg,FBgn0004406,tam,15
ENSMUSG00000020718,Polg2,FBgn0004407,DNApol-gamma35,12
ENSMUSG00000032097,Ddx6,FBgn0004419,me31B,16
ENSMUSG00000020177,9530003J23Rik,FBgn0004425,LysB,11
ENSMUSG00000037167,Spaca5,FBgn0004425,LysB,11
ENSMUSG00000069515,Lyz1,FBgn0004425,LysB,11
ENSMUSG00000069516,Lyz2,FBgn0004425,LysB,11
ENSMUSG00000020177,9530003J23Rik,FBgn0004427,LysD,11
ENSMUSG00000037167,Spaca5,FBgn0004427,LysD,11
ENSMUSG00000069515,Lyz1,FBgn0004427,LysD,11
ENSMUSG00000069516,Lyz2,FBgn0004427,LysD,11
ENSMUSG00000020177,9530003J23Rik,FBgn0004428,LysE,12
ENSMUSG00000037167,Spaca5,FBgn0004428,LysE,12
ENSMUSG00000069515,Lyz1,FBgn0004428,LysE,12
ENSMUSG00000069516,Lyz2,FBgn0004428,LysE,12
ENSMUSG00000069515,Lyz1,FBgn0004429,LysP,13
ENSMUSG00000020177,9530003J23Rik,FBgn0004429,LysP,12
ENSMUSG00000037167,Spaca5,FBgn0004429,LysP,12
ENSMUSG00000069516,Lyz2,FBgn0004429,LysP,12
ENSMUSG00000020177,9530003J23Rik,FBgn0004430,LysS,11
ENSMUSG00000024233,Lyzl1,FBgn0004430,LysS,11
ENSMUSG00000037167,Spaca5,FBgn0004430,LysS,11
ENSMUSG00000069515,Lyz1,FBgn0004430,LysS,11
ENSMUSG00000069516,Lyz2,FBgn0004430,LysS,11
ENSMUSG00000020177,9530003J23Rik,FBgn0004431,LysX,11
ENSMUSG00000037167,Spaca5,FBgn0004431,LysX,11
ENSMUSG00000069515,Lyz1,FBgn0004431,LysX,11
ENSMUSG00000069516,Lyz2,FBgn0004431,LysX,11
ENSMUSG00000021868,Ppif,FBgn0004432,Cyp1,14
ENSMUSG00000024639,Gnaq,FBgn0004435,Galphaq,15
ENSMUSG00000034781,Gna11,FBgn0004435,Galphaq,12
ENSMUSG00000024697,Gna14,FBgn0004435,Galphaq,10
ENSMUSG00000016308,Ube2a,FBgn0004436,Ubc6,14
ENSMUSG00000020390,Ube2b,FBgn0004436,Ubc6,14
ENSMUSG00000016150,Tenm1,FBgn0004449,Ten-m,15
ENSMUSG00000031561,Tenm3,FBgn0004449,Ten-m,15
ENSMUSG00000049336,Tenm2,FBgn0004449,Ten-m,15
ENSMUSG00000001507,Itga3,FBgn0004456,mew,15
ENSMUSG00000025348,Itga7,FBgn0004456,mew,15
ENSMUSG00000027111,Itga6,FBgn0004456,mew,14
ENSMUSG00000034453,Polr3b,FBgn0004463,RpIII128,17
ENSMUSG00000026820,Ptges2,FBgn0004465,Su(P),16
ENSMUSG00000032648,Pygm,FBgn0004507,GlyP,18
ENSMUSG00000021069,Pygl,FBgn0004507,GlyP,15
ENSMUSG00000033059,Pygb,FBgn0004507,GlyP,13
ENSMUSG00000030530,Furin,FBgn0004509,Fur1,12
ENSMUSG00000008976,Gabpa,FBgn0004510,Ets97D,15
ENSMUSG00000028970,Abcb1b,FBgn0004512,Mdr49,11
ENSMUSG00000040584,Abcb1a,FBgn0004512,Mdr49,11
ENSMUSG00000042476,Abcb4,FBgn0004512,Mdr49,10
