"","gene_id","Gene name","description","Datasets with significant neurite enrichment (p<0.1)","Average of significant (p<0.1) log2 enrichment","Datasets with neurite TPM > 10","Detection Rank (extended Table1)","Exclusive significant enrichment in specific cells","Studies with neurite ribosome association","primary motor neurons B","Ascl1 induced neurons B","primary dorsal root ganglia","neuroblastoma line CAD","primary cortical neurons B","neuroblastoma line N2A","Ascl1 induced neurons A","primary motor neurons C","iPSC derived motor neurons","hippocampal tissue B","hippocampal tissue C","Zappulo2017_loc.translation","Shigeoka2016_loc.translation","Ouwenga2017_loc.translation","Ainsley2014_loc.translation"
"8652","ENSMUSG00000088689","Scarna17","small Cajal body-specific RNA 17 [Source:MGI Symbol;Acc:MGI:3819483]","0","-2.73683508720764","3","9747","not exclusive","0","","","-3.61258619885189","","","","-0.559829164279814","","","","-4.03808989849121","","","",""
"8651","ENSMUSG00000019883","Echdc1","enoyl Coenzyme A hydratase domain containing 1 [Source:MGI Symbol;Acc:MGI:1277169]","0","-2.6577010822452","3","10035","Non-primary","1","","","","-1.87898953247124","","-3.43641263201916","","","","","","","0.105201407899883","",""
"8650","ENSMUSG00000019906","Lin7a","lin-7 homolog A (C. elegans) [Source:MGI Symbol;Acc:MGI:2135609]","0","-2.64275259308497","4","9161","not exclusive","0","","","-1.86258499936504","","","","-3.42292018680491","","","","","","","",""
"8649","ENSMUSG00000038112","AW551984","expressed sequence AW551984 [Source:MGI Symbol;Acc:MGI:2143322]","0","-2.62547846885431","4","9023","not exclusive","0","-3.10186149914535","-1.52364850070919","","","","","-3.25092540670841","","","","","","","",""
"8648","ENSMUSG00000010086","Rnf112","ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611]","0","-2.60981496787654","4","8590","not exclusive","1","","-2.54256793029456","-3.20319365684003","","","","","","","","-2.08368331649504","","0.549472037543997","",""
"8647","ENSMUSG00000033316","Galnt9","polypeptide N-acetylgalactosaminyltransferase 9 [Source:MGI Symbol;Acc:MGI:2677965]","0","-2.60181607735289","4","8672","not exclusive","0","","-3.52181812504562","-2.6244836167616","","","","","","","","-1.65914649025146","","","",""
"8646","ENSMUSG00000022523","Fgf12","fibroblast growth factor 12 [Source:MGI Symbol;Acc:MGI:109183]","0","-2.5663986209805","7","6179","Non-primary","0","","","","","","","-2.5663986209805","","","","","","","",""
"8645","ENSMUSG00000093828","Ccl27a","chemokine (C-C motif) ligand 27A [Source:MGI Symbol;Acc:MGI:1343459]","0","-2.51587838453712","3","10475","not exclusive","0","-2.73424233260064","","","","","","-2.29751443647359","","","","","","","",""
"8644","ENSMUSG00000052373","Mpp3","membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3) [Source:MGI Symbol;Acc:MGI:1328354]","0","-2.48348681315817","6","6928","not exclusive","0","","-2.39350164418511","-1.85391684533034","","","","-3.12814292686977","","","","-2.55838583624747","","","",""
"8643","ENSMUSG00000035566","Pcdh17","protocadherin 17 [Source:MGI Symbol;Acc:MGI:2684924]","0","-2.46278644548524","6","6771","not exclusive","0","-1.21996134620894","-3.31079045757292","-2.85760753267385","","","","","","","","","","","",""
"8642","ENSMUSG00000028785","Hpca","hippocalcin [Source:MGI Symbol;Acc:MGI:1336200]","0","-2.44493017261997","9","3739","Primary","2","-2.98164210481216","","","","","","","","","","-1.90821824042777","","0.301525224872898","","0.0730619074177356"
"8641","ENSMUSG00000047842","Diras2","DIRAS family, GTP-binding RAS-like 2 [Source:MGI Symbol;Acc:MGI:1915453]","0","-2.42655678434283","5","7552","not exclusive","0","-2.77453123239347","-2.41330573922171","","","","","-2.09183338141331","","","","","","","",""
"8640","ENSMUSG00000060780","Lrrtm1","leucine rich repeat transmembrane neuronal 1 [Source:MGI Symbol;Acc:MGI:2389173]","0","-2.42004955746866","4","8690","not exclusive","1","","-2.21933440317489","-4.12360454250138","","","","-3.1503989050706","","","-0.714301225050971","-1.89260871154548","","0.868204927649589","",""
"8639","ENSMUSG00000004113","Cacna1b","calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:MGI Symbol;Acc:MGI:88296]","0","-2.40778590811326","8","4879","not exclusive","0","","-3.32391776150561","-3.57638328997247","","","","-1.89956463234858","","","","-0.831277948626374","","","",""
"8638","ENSMUSG00000051243","Islr2","immunoglobulin superfamily containing leucine-rich repeat 2 [Source:MGI Symbol;Acc:MGI:2444277]","0","-2.39700307739645","9","3906","not exclusive","0","-3.24197566682525","-1.48981665138359","-2.99353249518642","","","","","","","","-1.86268749619055","","","",""
"8637","ENSMUSG00000048279","Sacs","sacsin [Source:MGI Symbol;Acc:MGI:1354724]","0","-2.37515694066598","5","7392","not exclusive","0","","","-2.93517284127473","-2.09248864343553","","-2.49007242894191","-2.08659293587445","-2.85055113424196","","","-1.79606366022729","","","",""
"8636","ENSMUSG00000054162","Spock3","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3 [Source:MGI Symbol;Acc:MGI:1920152]","0","-2.3544415551404","3","10563","not exclusive","0","-2.30032841350259","-1.70911100387161","-2.32943712472871","","","","-3.07888967845871","","","","","","","",""
"8635","ENSMUSG00000050556","Kcnb1","potassium voltage gated channel, Shab-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96666]","0","-2.34984079405333","5","8083","not exclusive","1","","-1.86587552626993","-2.83380606183673","","","","","","","","","","0.445443879546343","",""
"8634","ENSMUSG00000010505","Myt1","myelin transcription factor 1 [Source:MGI Symbol;Acc:MGI:1100535]","0","-2.34534877735851","7","6060","not exclusive","0","","-3.113318579262","-2.60939189338733","-0.805250807907554","","","-2.85343382887715","","","","","","","",""
"8633","ENSMUSG00000012126","Ubxn11","UBX domain protein 11 [Source:MGI Symbol;Acc:MGI:1914836]","0","-2.32061577530201","5","8342","Primary","0","","","","","","","","","","","-2.32061577530201","","","",""
"8632","ENSMUSG00000022211","Carmil3","capping protein regulator and myosin 1 linker 3 [Source:MGI Symbol;Acc:MGI:2448573]","0","-2.31695853339862","6","7174","not exclusive","1","","-2.76554809597342","-1.92914503307772","","","","-2.25618247114473","","","","","","0.389518967540086","",""
"8631","ENSMUSG00000048142","Nat8l","N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776]","0","-2.31507006312364","5","7504","not exclusive","2","","-2.40076518302584","-2.22937494322145","","","","","","","","","","0.612827532264372","","0.721137757947574"
"8630","ENSMUSG00000021061","Sptb","spectrin beta, erythrocytic [Source:MGI Symbol;Acc:MGI:98387]","0","-2.30611520279864","4","8536","Primary","0","-2.30611520279864","","","","","","","","","","","","","",""
"8629","ENSMUSG00000032303","Chrna3","cholinergic receptor, nicotinic, alpha polypeptide 3 [Source:MGI Symbol;Acc:MGI:87887]","0","-2.29798450959512","3","10027","Non-primary","0","","-1.94081053392231","","","","","-2.65515848526793","","","","","","","",""
"8628","ENSMUSG00000020083","Fam241b","family with sequence similarity 241, member B [Source:MGI Symbol;Acc:MGI:1917144]","0","-2.28925690888053","3","10668","not exclusive","0","","-2.06050519535142","","","","","-2.63479173995789","","","","-2.17247379133228","","","",""
"8627","ENSMUSG00000049281","Scn3b","sodium channel, voltage-gated, type III, beta [Source:MGI Symbol;Acc:MGI:1918882]","0","-2.2884443256208","8","4633","not exclusive","0","-2.71496993637721","-2.87840614245079","-2.70824488477179","-1.05572234803278","-1.31563500536508","","-2.90000395333817","","","","-2.44612800900981","","","",""
"8626","ENSMUSG00000036913","Trim67","tripartite motif-containing 67 [Source:MGI Symbol;Acc:MGI:3045323]","0","-2.2864131359284","5","8287","not exclusive","0","-2.82704983804937","-2.33158972795885","-1.700599841777","","","","","","","","","","","",""
"8625","ENSMUSG00000030000","Add2","adducin 2 (beta) [Source:MGI Symbol;Acc:MGI:87919]","0","-2.28536934518356","8","4524","not exclusive","2","-1.42052177280128","-2.96452062176486","-2.02480737872212","","","","-2.73162760744598","","","","","","0.580367618302698","","0.422197434467373"
"8624","ENSMUSG00000045287","Rtn4rl1","reticulon 4 receptor-like 1 [Source:MGI Symbol;Acc:MGI:2661375]","0","-2.26865578810962","4","8738","not exclusive","0","","-2.60483607366736","-3.00580845240463","","","","","","","","-1.19532283825686","","","",""
"8623","ENSMUSG00000045007","Tubg2","tubulin, gamma 2 [Source:MGI Symbol;Acc:MGI:2144208]","0","-2.26682988011119","4","9293","Non-primary","0","","-2.26682988011119","","","","","","","","","","","","",""
"8622","ENSMUSG00000031343","Gabra3","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3 [Source:MGI Symbol;Acc:MGI:95615]","0","-2.2663537496593","4","8912","not exclusive","0","-2.62139163764563","-2.35075776435762","","","-1.1137000925198","","-2.97956550411415","","","","","","","",""
"6775","ENSMUSG00000016346","Kcnq2","potassium voltage-gated channel, subfamily Q, member 2 [Source:MGI Symbol;Acc:MGI:1309503]","1","-2.26214111226355","5","7544","not exclusive","2","-2.24994359437098","-3.46105990861862","-3.51527428308885","","","","-2.38829594810032","","0.303868172860997","","","","0.328901055924912","","0.979921918572225"
"8621","ENSMUSG00000018411","Mapt","microtubule-associated protein tau [Source:MGI Symbol;Acc:MGI:97180]","0","-2.25066493211605","16","47","not exclusive","1","-2.79132367286032","-2.07894572448348","-1.44558387301598","","","","-2.6868064581044","","","","","","0.316386390301134","",""
"8620","ENSMUSG00000020027","Socs2","suppressor of cytokine signaling 2 [Source:MGI Symbol;Acc:MGI:1201787]","0","-2.2446873409027","6","7233","not exclusive","1","","-2.24676772315209","","","","","-2.96431550402373","","","","-1.52297879553227","","0.731716855690262","",""
"8619","ENSMUSG00000012520","Phox2b","paired-like homeobox 2b [Source:MGI Symbol;Acc:MGI:1100882]","0","-2.2438241254212","4","8649","Non-primary","0","","-1.53621775701151","","","","","-2.95143049383089","","","","","","","",""
"8618","ENSMUSG00000039860","Srrm3","serine/arginine repetitive matrix 3 [Source:MGI Symbol;Acc:MGI:1920309]","0","-2.23274415047192","4","8864","not exclusive","1","","-2.71882068237839","-1.49998443812282","","","","-2.47942733091455","","","","","","","","0.807027328499721"
"8617","ENSMUSG00000039809","Gabbr2","gamma-aminobutyric acid (GABA) B receptor, 2 [Source:MGI Symbol;Acc:MGI:2386030]","0","-2.22848698682046","6","6477","not exclusive","0","-1.96325908336803","-2.85507723055702","-3.14758338922296","","","","","","","","-0.9480282441338","","","",""
"8616","ENSMUSG00000005338","Cadm3","cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]","0","-2.2270276685891","7","5395","not exclusive","1","-1.56563533543312","-2.95889933526003","-2.48584849216931","","","","-2.41759949993374","","","","-1.7071556801493","","0.512319123973406","",""
"8615","ENSMUSG00000035722","Abca7","ATP-binding cassette, sub-family A (ABC1), member 7 [Source:MGI Symbol;Acc:MGI:1351646]","0","-2.22591380903285","3","10769","Primary","0","","","-2.22591380903285","","","","","","","","","","","",""
"8614","ENSMUSG00000037568","Vash2","vasohibin 2 [Source:MGI Symbol;Acc:MGI:2444826]","0","-2.22010644580918","5","8173","not exclusive","0","-2.43831693847452","-2.4369101569675","","","","","-1.78509224198553","","","","","","","",""
"8613","ENSMUSG00000058975","Kcnc1","potassium voltage gated channel, Shaw-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96667]","0","-2.21909603508147","5","8175","not exclusive","0","","-2.17612092569569","-2.26207114446725","","","","","","","","","","","",""
"8612","ENSMUSG00000031093","Dock11","dedicator of cytokinesis 11 [Source:MGI Symbol;Acc:MGI:1923224]","0","-2.21160054512383","3","9894","Non-primary","1","","","","-2.24515535221986","","-1.93983955559846","-2.44980672755318","","","","","0.921111945905334","","",""
"8611","ENSMUSG00000034040","Galnt17","polypeptide N-acetylgalactosaminyltransferase 17 [Source:MGI Symbol;Acc:MGI:2137594]","0","-2.2077902114923","5","7724","not exclusive","0","","-1.45267711641169","-2.8264433551317","","","","","","","","-2.34425016293353","","","",""
"8610","ENSMUSG00000075000","Nrbf2","nuclear receptor binding factor 2 [Source:MGI Symbol;Acc:MGI:1354950]","0","-2.19670956495014","5","8283","Primary","0","","","","","","","","","","","-2.19670956495014","","","",""
"8609","ENSMUSG00000057716","Tmem178b","transmembrane protein 178B [Source:MGI Symbol;Acc:MGI:3647581]","0","-2.18631321385698","5","7836","not exclusive","0","-2.55813055428273","-2.24403679484638","-2.81809364147468","-1.0777797131787","","","-2.23352536550243","","","","","","","",""
"8608","ENSMUSG00000033578","Tmem35a","transmembrane protein 35A [Source:MGI Symbol;Acc:MGI:1914814]","0","-2.18323228189967","6","6745","not exclusive","1","","-2.96043819287202","","","-1.10078767328037","","-2.93520652924776","","","","-1.73649673219855","","0.561595619867032","",""
"8607","ENSMUSG00000025468","Caly","calcyon neuron-specific vesicular protein [Source:MGI Symbol;Acc:MGI:1915816]","0","-2.18186004819809","6","6418","not exclusive","1","-2.30112704872016","-3.08954697511627","","","-0.540160944365668","","-2.81478996855592","","","","-2.16367530423244","","0.398904966757919","",""
"8606","ENSMUSG00000037419","Endod1","endonuclease domain containing 1 [Source:MGI Symbol;Acc:MGI:1919196]","0","-2.1765310362346","3","10166","Primary","1","","","-2.1765310362346","","","","","","","","","","0.936253421978882","",""
"8605","ENSMUSG00000031104","Rab33a","RAB33A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:109493]","0","-2.17633648805533","4","8587","not exclusive","0","","-2.88190264747983","-1.10007871507163","","","","-3.53992260438219","","","","-1.18344198528768","","","",""
"8604","ENSMUSG00000050132","Sarm1","sterile alpha and HEAT/Armadillo motif containing 1 [Source:MGI Symbol;Acc:MGI:2136419]","0","-2.17380385988898","5","8271","not exclusive","2","","-2.34557907021407","-1.81679439257158","","","","-2.35903811688129","","","","","","0.969104419241298","","0.81037367540435"
"8603","ENSMUSG00000022421","Nptxr","neuronal pentraxin receptor [Source:MGI Symbol;Acc:MGI:1920590]","0","-2.16637279654013","6","6566","not exclusive","0","-2.8147823508146","-2.63604913365117","-2.18314253256919","","","","","","","","-1.03151716912556","","","",""
"8602","ENSMUSG00000004031","Brinp2","bone morphogenic protein/retinoic acid inducible neural-specific 2 [Source:MGI Symbol;Acc:MGI:2443333]","0","-2.15784871099782","4","9389","Primary","0","","","-2.14970380479214","","","","","","","","-2.1659936172035","","","",""
"8601","ENSMUSG00000033768","Nrxn2","neurexin II [Source:MGI Symbol;Acc:MGI:1096362]","0","-2.14277430274356","10","2818","not exclusive","1","-2.10846133946855","-3.01076760084505","-1.10993997515894","","","","-2.3419282955017","","","","","","0.290183809151349","",""
"8600","ENSMUSG00000000197","Nalcn","sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]","0","-2.13721158356345","4","8630","not exclusive","0","","","-2.76302550353555","","","","-2.54145991242931","","","","-1.10714933472549","","","",""
"8599","ENSMUSG00000028137","Celf3","CUGBP, Elav-like family member 3 [Source:MGI Symbol;Acc:MGI:1926034]","0","-2.13070928072515","8","4507","not exclusive","0","","-3.07137566731423","-0.546650041570639","","","","-2.77410213329057","","","","","","","",""
"8598","ENSMUSG00000025227","Mfsd13a","major facilitator superfamily domain containing 13a [Source:MGI Symbol;Acc:MGI:1922396]","0","-2.12761438803844","3","10542","Primary","0","","","-2.12761438803844","","","","","","","","","","","",""
"8597","ENSMUSG00000003279","Dlgap1","DLG associated protein 1 [Source:MGI Symbol;Acc:MGI:1346065]","0","-2.12681912583727","6","6576","not exclusive","0","-1.94351604706001","-2.31012220461452","","","","","","","","","","","","",""
"8596","ENSMUSG00000033152","Podxl2","podocalyxin-like 2 [Source:MGI Symbol;Acc:MGI:2442488]","0","-2.12394554890825","7","5583","not exclusive","0","-1.59976533100917","-2.11870308017908","","","","","-2.65336823553651","","","","","","","",""
"8595","ENSMUSG00000015981","Stk32c","serine/threonine kinase 32C [Source:MGI Symbol;Acc:MGI:2385336]","0","-2.10874543800787","6","7175","not exclusive","0","","-2.34019683134713","-1.39311580370853","","","","-2.59292367896796","","","","","","","",""
"8594","ENSMUSG00000028992","Nmnat1","nicotinamide nucleotide adenylyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913704]","0","-2.10731179617092","3","10990","Primary","0","","","","","","","","-2.10731179617092","","","","","","",""
"8593","ENSMUSG00000017167","Cntnap1","contactin associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1858201]","0","-2.10609344706766","7","5460","Primary","0","","","-2.10609344706766","","","","","","","","","","","",""
"8592","ENSMUSG00000042766","Trim46","tripartite motif-containing 46 [Source:MGI Symbol;Acc:MGI:2673000]","0","-2.10137935304955","7","5688","not exclusive","1","","-4.35236750362615","-1.14642196125465","","-0.585111214500168","","-2.32161673281722","","","","","","","","0.683770217512549"
"8591","ENSMUSG00000023328","Ache","acetylcholinesterase [Source:MGI Symbol;Acc:MGI:87876]","0","-2.09723088340148","4","8543","not exclusive","1","-3.47640514293583","-2.12912790356875","-1.59290826667575","","","","-1.19048222042559","","","","","","0.786859601095033","",""
"8590","ENSMUSG00000028546","Elavl4","ELAV like RNA binding protein 4 [Source:MGI Symbol;Acc:MGI:107427]","0","-2.09602587790788","10","3107","not exclusive","0","-1.61597927535864","-1.73778337538133","-2.38180043945115","","","","-2.64854042144039","","","","","","","",""
"8589","ENSMUSG00000024743","Syt7","synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545]","0","-2.09562327571961","8","4673","not exclusive","0","-1.72852709996102","-2.74071563497502","-2.02000275938292","","","","-1.89324760855948","","","","","","","",""
"8588","ENSMUSG00000011589","Fsd1","fibronectin type 3 and SPRY domain-containing protein [Source:MGI Symbol;Acc:MGI:1934858]","0","-2.09488457363254","10","2935","not exclusive","1","-1.88938456384152","-2.93097750937359","-0.863670466460797","","","","-2.69550575485426","","","","","","0.405944466171294","",""
"6774","ENSMUSG00000038077","Kcna6","potassium voltage-gated channel, shaker-related, subfamily, member 6 [Source:MGI Symbol;Acc:MGI:96663]","1","-2.0777734408728","4","9197","not exclusive","2","-2.60673199812755","-2.49450842407906","-4.06460709117634","","","","","","","","0.854753749891756","0.444778362133734","0.00195541650371529","",""
