ensembl_gene_id	Gene	flygene	flygenename	soma_log2FC	neurite_log2FC	log2FC_LR_v1	pvalue_v1	minusdox_log2LR	plusdox_log2LR	log2FC_LR_v2	pvalue_v2	log2FC_LR_final	pvalue_final	pvalue.adjust	CLIPin3UTR
ENSMUSG00000022674	Ube2v2	FBgn0035601	Uev1A	-6.39e-02	-5.00e-02	 0.014002	 9.09e-01	 7.78e-01	 7.91e-01	 0.013949	 9.07e-01	 0.014002	 9.09e-01	 9.64e-01	yes
ENSMUSG00000025076	Casp7	FBgn0010501	Dcp-1	 1.38e-01	 7.67e-02	-0.061749	 5.81e-01	 2.94e-01	 2.32e-01	-0.061522	 5.70e-01	-0.061749	 5.81e-01	 8.04e-01	no
ENSMUSG00000025076	Casp7	FBgn0019972	Drice	 1.38e-01	 7.67e-02	-0.061749	 5.81e-01	 2.94e-01	 2.32e-01	-0.061522	 5.70e-01	-0.061749	 5.81e-01	 8.04e-01	no
ENSMUSG00000080268	Brms1	FBgn0030434	Brms1	 5.72e-04	 1.28e-01	 0.127308	 2.46e-01	 3.74e-01	 5.01e-01	 0.127075	 2.55e-01	 0.127075	 2.55e-01	 5.50e-01	no
ENSMUSG00000022673	Mcm4	FBgn0015929	dpa	 8.28e-01	 6.45e-01	-0.183287	 7.77e-02	 3.40e-01	 1.57e-01	-0.183048	 8.39e-02	-0.183048	 8.39e-02	 2.96e-01	no
ENSMUSG00000035105	Egln3			-5.73e-01	-4.30e-01	 0.143447	 9.52e-02	 1.83e-01	 3.27e-01	 0.143447	 8.69e-02	 0.143447	 9.52e-02	 3.17e-01	no
ENSMUSG00000033906	Zdhhc15	FBgn0027453	Dnz1	-5.77e-01	-3.72e-01	 0.205076	 2.50e-01	-1.01e-01	 1.04e-01	 0.204676	 2.88e-01	 0.204676	 2.88e-01	 5.81e-01	no
ENSMUSG00000033906	Zdhhc15	FBgn0033474	CG1407	-5.77e-01	-3.72e-01	 0.205076	 2.50e-01	-1.01e-01	 1.04e-01	 0.204676	 2.88e-01	 0.204676	 2.88e-01	 5.81e-01	no
ENSMUSG00000033906	Zdhhc15	FBgn0034202	CG17287	-5.77e-01	-3.72e-01	 0.205076	 2.50e-01	-1.01e-01	 1.04e-01	 0.204676	 2.88e-01	 0.204676	 2.88e-01	 5.81e-01	no
ENSMUSG00000044408	Sptssa	FBgn0085322	CG34293	 4.93e-02	 5.59e-02	 0.006778	 9.59e-01	 7.25e-01	 7.31e-01	 0.006517	 9.57e-01	 0.006778	 9.59e-01	 9.83e-01	no
ENSMUSG00000044408	Sptssa	FBgn0085223	CG34194	 4.93e-02	 5.59e-02	 0.006778	 9.59e-01	 7.25e-01	 7.31e-01	 0.006517	 9.57e-01	 0.006778	 9.59e-01	 9.83e-01	no
ENSMUSG00000022974	Paxbp1	FBgn0037466	CG1965	-1.93e-02	 1.99e-01	 0.218077	 2.60e-02	-7.90e-01	-5.72e-01	 0.218196	 1.82e-02	 0.218077	 2.60e-02	 1.48e-01	no
ENSMUSG00000021514	Zfp369	FBgn0033581	CG12391	-8.75e-03	 1.61e-01	 0.169353	 1.70e-01	-6.55e-01	-4.85e-01	 0.169793	 1.88e-01	 0.169793	 1.88e-01	 4.69e-01	no
ENSMUSG00000021514	Zfp369	FBgn0001180	hb	-8.75e-03	 1.61e-01	 0.169353	 1.70e-01	-6.55e-01	-4.85e-01	 0.169793	 1.88e-01	 0.169793	 1.88e-01	 4.69e-01	no
ENSMUSG00000040123	Zmym5			 7.12e-02	 2.06e-01	 0.134879	 1.44e-01	-2.30e-01	-9.49e-02	 0.134942	 1.45e-01	 0.134942	 1.45e-01	 4.08e-01	no
ENSMUSG00000024883	Rin1	FBgn0085443	spri	-3.00e-01	-4.07e-01	-0.107151	 4.79e-01	-3.75e-01	-4.82e-01	-0.107522	 5.52e-01	-0.107522	 5.52e-01	 7.88e-01	no
ENSMUSG00000024883	Rin1	FBgn0262937	Rabex-5	-3.00e-01	-4.07e-01	-0.107151	 4.79e-01	-3.75e-01	-4.82e-01	-0.107522	 5.52e-01	-0.107522	 5.52e-01	 7.88e-01	no
ENSMUSG00000033186	Mzt1			 5.02e-02	 2.60e-02	-0.024246	 8.21e-01	 5.02e-01	 4.78e-01	-0.024246	 8.16e-01	-0.024246	 8.21e-01	 9.26e-01	no
ENSMUSG00000038604	Ripor1			 4.97e-02	 7.73e-02	 0.027599	 7.33e-01	-4.26e-01	-3.98e-01	 0.027599	 7.81e-01	 0.027599	 7.81e-01	 9.08e-01	no
ENSMUSG00000024622	Hmgxb3			 5.74e-01	 1.85e-01	-0.389566	 6.85e-05	-4.82e-01	-8.71e-01	-0.389512	 5.58e-04	-0.389512	 5.58e-04	 1.08e-02	no
ENSMUSG00000056481	Cd248			-9.51e-01	-1.11e+00	-0.159988	 1.61e-01	-6.12e-01	-7.71e-01	-0.159732	 1.59e-01	-0.159988	 1.61e-01	 4.32e-01	no
ENSMUSG00000022708	Zbtb20			 8.84e-02	 7.01e-01	 0.612726	 1.09e-01	-6.18e-01	-5.01e-03	 0.613374	 1.68e-01	 0.613374	 1.68e-01	 4.43e-01	yes
ENSMUSG00000061451	Tmem151a			 9.01e-01	 8.72e-01	-0.029764	 8.56e-01	-8.35e-01	-8.65e-01	-0.029038	 8.71e-01	-0.029038	 8.71e-01	 9.48e-01	no
ENSMUSG00000036061	Smug1	FBgn0038490	CG5285	-1.85e-01	-3.74e-01	-0.189178	 3.08e-02	 4.25e-01	 2.36e-01	-0.189178	 2.54e-02	-0.189178	 3.08e-02	 1.65e-01	no
ENSMUSG00000038683	Pak1ip1	FBgn0030630	CG12608	 2.15e-01	 3.89e-01	 0.173705	 4.02e-02	 3.99e-01	 5.73e-01	 0.173705	 4.40e-02	 0.173705	 4.40e-02	 2.04e-01	no
ENSMUSG00000005698	Ctcf			-7.88e-02	-5.60e-03	 0.073251	 3.76e-01	-1.95e-01	-1.21e-01	 0.073251	 4.13e-01	 0.073251	 4.13e-01	 6.92e-01	no
ENSMUSG00000068114	Ccdc134			-1.97e-01	-2.14e-01	-0.017228	 9.34e-01	-2.57e-01	-2.74e-01	-0.017228	 9.35e-01	-0.017228	 9.35e-01	 9.72e-01	no
ENSMUSG00000034320	Slc26a2			-9.48e-02	 1.59e-01	 0.253614	 1.32e-01	-9.98e-01	-7.45e-01	 0.254207	 1.76e-01	 0.254207	 1.76e-01	 4.53e-01	yes
ENSMUSG00000054302	Eapp			 9.20e-02	 1.78e-01	 0.086194	 4.29e-01	 4.90e-01	 5.76e-01	 0.086194	 4.38e-01	 0.086194	 4.38e-01	 7.10e-01	no
ENSMUSG00000021361	Tmem14c	FBgn0034902	CG5532	-1.60e-01	-1.97e-01	-0.037293	 7.28e-01	 6.55e-01	 6.18e-01	-0.037285	 6.94e-01	-0.037293	 7.28e-01	 8.85e-01	no
ENSMUSG00000024875	Yif1a	FBgn0039450	Yif1	-2.82e-01	-2.24e-01	 0.058465	 5.43e-01	 2.73e-01	 3.32e-01	 0.058360	 5.32e-01	 0.058465	 5.43e-01	 7.80e-01	no
ENSMUSG00000031347	Cetn2	FBgn0033027	TpnC4	 2.54e-01	 1.49e-01	-0.104648	 3.49e-01	 9.48e-01	 8.43e-01	-0.104879	 3.28e-01	-0.104648	 3.49e-01	 6.38e-01	no
ENSMUSG00000031347	Cetn2	FBgn0039374	CG17770	 2.54e-01	 1.49e-01	-0.104648	 3.49e-01	 9.48e-01	 8.43e-01	-0.104879	 3.28e-01	-0.104648	 3.49e-01	 6.38e-01	no
ENSMUSG00000031347	Cetn2	FBgn0050378	CG30378	 2.54e-01	 1.49e-01	-0.104648	 3.49e-01	 9.48e-01	 8.43e-01	-0.104879	 3.28e-01	-0.104648	 3.49e-01	 6.38e-01	no
ENSMUSG00000031347	Cetn2	FBgn0039373	CG5024	 2.54e-01	 1.49e-01	-0.104648	 3.49e-01	 9.48e-01	 8.43e-01	-0.104879	 3.28e-01	-0.104648	 3.49e-01	 6.38e-01	no
ENSMUSG00000031347	Cetn2	FBgn0034774	CG13526	 2.54e-01	 1.49e-01	-0.104648	 3.49e-01	 9.48e-01	 8.43e-01	-0.104879	 3.28e-01	-0.104648	 3.49e-01	 6.38e-01	no
ENSMUSG00000017843	Ppp2r5c	FBgn0042693	wrd	 3.79e-01	 3.96e-01	 0.016850	 8.76e-01	 3.88e-01	 4.05e-01	 0.016850	 8.82e-01	 0.016850	 8.82e-01	 9.53e-01	no
ENSMUSG00000048379	Socs4	FBgn0033266	Socs44A	-2.31e-01	-4.47e-01	-0.215991	 3.88e-02	 2.57e-01	 4.09e-02	-0.215838	 2.99e-02	-0.215991	 3.88e-02	 1.89e-01	no
ENSMUSG00000048379	Socs4	FBgn0041184	Socs36E	-2.31e-01	-4.47e-01	-0.215991	 3.88e-02	 2.57e-01	 4.09e-02	-0.215838	 2.99e-02	-0.215991	 3.88e-02	 1.89e-01	no
ENSMUSG00000041112	Elmo1			-9.21e-01	-7.94e-01	 0.126061	 4.98e-01	-3.10e-02	 9.58e-02	 0.126350	 4.59e-01	 0.126061	 4.98e-01	 7.53e-01	no
ENSMUSG00000031290	Lrch2			 1.89e-01	 4.34e-01	 0.244590	 1.42e-01	-4.68e-01	-2.23e-01	 0.245139	 1.73e-01	 0.245139	 1.73e-01	 4.49e-01	no
ENSMUSG00000021945	Zmym2			 1.93e-01	 1.57e-01	-0.036548	 6.93e-01	-1.29e-01	-1.65e-01	-0.036332	 6.60e-01	-0.036548	 6.93e-01	 8.67e-01	yes
ENSMUSG00000025078	Nhlrc2	FBgn0250830	CG12547	 1.33e-01	 2.87e-02	-0.104602	 2.50e-01	-1.85e-01	-2.89e-01	-0.104375	 2.58e-01	-0.104375	 2.58e-01	 5.53e-01	yes
ENSMUSG00000050357	Carmil2	FBgn0033212	LRR	-1.48e-01	-3.01e-01	-0.153282	 2.51e-01	 9.64e-02	-5.68e-02	-0.153256	 2.70e-01	-0.153256	 2.70e-01	 5.63e-01	no
ENSMUSG00000009575	Cbx5			-3.31e-02	-5.70e-02	-0.023874	 7.53e-01	-2.45e-01	-2.69e-01	-0.023874	 7.75e-01	-0.023874	 7.75e-01	 9.06e-01	yes
ENSMUSG00000024873	Cnih2	FBgn0000339	cni	-5.03e-01	-7.58e-01	-0.255086	 1.69e-01	 5.29e-01	 2.74e-01	-0.255492	 1.58e-01	-0.255086	 1.69e-01	 4.43e-01	no
ENSMUSG00000031592	Pcm1			 5.34e-01	 4.78e-01	-0.055893	 3.87e-01	-3.75e-01	-4.31e-01	-0.055893	 3.91e-01	-0.055893	 3.91e-01	 6.71e-01	no
ENSMUSG00000035173	Ccdc186	FBgn0036614	Golgin104	-4.87e-03	-1.84e-02	-0.013603	 8.64e-01	-4.39e-01	-4.52e-01	-0.013555	 8.58e-01	-0.013603	 8.64e-01	 9.44e-01	no
ENSMUSG00000022672	Prkdc			 2.40e-01	 3.78e-01	 0.137293	 2.12e-01	-6.46e-01	-5.08e-01	 0.137547	 2.56e-01	 0.137547	 2.56e-01	 5.51e-01	no
ENSMUSG00000041841	Rpl37			 9.76e-02	-1.66e-02	-0.114180	 1.38e-01	 1.51e+00	 1.40e+00	-0.114180	 1.64e-01	-0.114180	 1.64e-01	 4.36e-01	no
ENSMUSG00000050697	Prkaa1	FBgn0262617	Nuak1	 5.05e-02	 1.56e-01	 0.105713	 1.68e-01	-1.19e-01	-1.32e-02	 0.105766	 1.93e-01	 0.105766	 1.93e-01	 4.76e-01	no
ENSMUSG00000050697	Prkaa1	FBgn0033915	CG8485	 5.05e-02	 1.56e-01	 0.105713	 1.68e-01	-1.19e-01	-1.32e-02	 0.105766	 1.93e-01	 0.105766	 1.93e-01	 4.76e-01	no
ENSMUSG00000024870	Rab1b			-1.31e-01	-1.49e-01	-0.018452	 8.05e-01	 5.26e-01	 5.07e-01	-0.018452	 8.04e-01	-0.018452	 8.05e-01	 9.19e-01	no
ENSMUSG00000021840	Mapk1ip1l			 1.62e-01	 1.30e-01	-0.032064	 6.90e-01	-3.76e-01	-4.08e-01	-0.032064	 7.20e-01	-0.032064	 7.20e-01	 8.81e-01	no
ENSMUSG00000031226	Pbdc1	FBgn0037087	CG7519	 3.48e-01	 3.84e-01	 0.036682	 7.21e-01	 7.51e-01	 7.88e-01	 0.036458	 7.34e-01	 0.036458	 7.34e-01	 8.88e-01	no
ENSMUSG00000033166	Dis3	FBgn0039183	Dis3	 4.15e-01	 6.16e-01	 0.200729	 6.13e-02	-2.44e-01	-4.32e-02	 0.201064	 8.74e-02	 0.201064	 8.74e-02	 3.03e-01	no
ENSMUSG00000022463	Srebf2			-4.94e-03	-1.54e-01	-0.148635	 3.42e-02	-3.48e-01	-4.96e-01	-0.148684	 4.96e-02	-0.148684	 4.96e-02	 2.19e-01	no
ENSMUSG00000024862	Klc2			-1.96e-01	-2.11e-01	-0.014842	 8.90e-01	 1.14e+00	 1.13e+00	-0.015064	 8.99e-01	-0.015064	 8.99e-01	 9.60e-01	no
ENSMUSG00000037531	Mrpl47	FBgn0014023	mRpL47	 2.24e-01	 4.52e-01	 0.228258	 7.62e-02	 5.81e-01	 8.09e-01	 0.228348	 9.74e-02	 0.228348	 9.74e-02	 3.21e-01	no
ENSMUSG00000042350	Arel1	FBgn0031384	CG4238	 8.91e-02	 2.97e-01	 0.208289	 1.75e-02	-6.57e-01	-4.49e-01	 0.208491	 3.67e-02	 0.208491	 3.67e-02	 1.84e-01	no
ENSMUSG00000031349	Nsdhl			-3.67e-01	-1.69e-01	 0.197813	 3.38e-02	 3.19e-02	 2.30e-01	 0.197813	 3.50e-02	 0.197813	 3.50e-02	 1.79e-01	no
ENSMUSG00000031227	Magee1	FBgn0037481	MAGE	-3.04e-01	-3.28e-01	-0.024019	 8.20e-01	-3.00e-01	-3.24e-01	-0.023797	 8.26e-01	-0.023797	 8.26e-01	 9.27e-01	yes
ENSMUSG00000095872	Gm15128			-2.09e-01	-1.99e-01	 0.010180	 9.28e-01	 5.03e-01	 5.13e-01	 0.009919	 9.37e-01	 0.009919	 9.37e-01	 9.73e-01	no
ENSMUSG00000027673	Ndufb5	FBgn0011455	ND-SGDH	 3.16e-01	 1.37e-01	-0.178910	 6.42e-02	 1.11e+00	 9.32e-01	-0.178916	 8.35e-02	-0.178916	 8.35e-02	 2.95e-01	no
ENSMUSG00000038000	Acd			 7.15e-02	-1.32e-01	-0.203149	 3.74e-02	 3.50e-01	 1.47e-01	-0.203149	 3.21e-02	-0.203149	 3.74e-02	 1.86e-01	no
ENSMUSG00000022369	Mtbp			 4.41e-01	 4.23e-01	-0.019021	 8.96e-01	-1.06e-01	-1.24e-01	-0.018719	 9.00e-01	-0.018719	 9.00e-01	 9.61e-01	no
ENSMUSG00000024855	Pacs1	FBgn0020647	KrT95D	-2.38e-01	-3.04e-01	-0.066335	 4.70e-01	-2.64e-01	-3.30e-01	-0.066335	 4.96e-01	-0.066335	 4.96e-01	 7.52e-01	no
ENSMUSG00000072930	Gm15107			-2.56e-01	-8.55e-02	 0.170917	 3.81e-01	 2.88e-01	 4.59e-01	 0.170917	 3.98e-01	 0.170917	 3.98e-01	 6.78e-01	no
ENSMUSG00000040040	Ift88			 2.72e-02	 2.87e-01	 0.259510	 1.18e-01	-6.14e-01	-3.54e-01	 0.259871	 1.26e-01	 0.259871	 1.26e-01	 3.72e-01	no
ENSMUSG00000054414	Slc30a7	FBgn0037875	ZnT86D	-1.04e-01	 1.92e-01	 0.296006	 1.77e-02	-5.71e-01	-2.75e-01	 0.296006	 3.47e-02	 0.296006	 3.47e-02	 1.78e-01	yes
ENSMUSG00000018707	Dync1h1	FBgn0261797	Dhc64C	-6.26e-02	-3.72e-02	 0.025431	 8.16e-01	-1.13e+00	-1.10e+00	 0.025431	 8.64e-01	 0.025431	 8.64e-01	 9.44e-01	no
ENSMUSG00000096834	Gm15127			 1.87e-01	-2.85e-02	-0.215191	 2.04e-01	 5.76e-01	 3.61e-01	-0.215118	 1.95e-01	-0.215191	 2.04e-01	 4.89e-01	no
ENSMUSG00000033632	AW554918			 3.50e-01	 2.13e-01	-0.137186	 2.95e-01	-4.63e-02	-1.84e-01	-0.137114	 3.57e-01	-0.137114	 3.57e-01	 6.44e-01	no
ENSMUSG00000022671	Mzt2			 1.44e-01	-7.80e-02	-0.222039	 1.58e-01	 7.99e-01	 5.78e-01	-0.221683	 1.16e-01	-0.222039	 1.58e-01	 4.29e-01	no
ENSMUSG00000079387	Luzp4			 6.56e-02	-7.06e-02	-0.136254	 3.18e-01	 7.30e-01	 5.94e-01	-0.136254	 3.15e-01	-0.136254	 3.18e-01	 6.10e-01	no
ENSMUSG00000031591	Asah1			-1.65e-01	-2.12e-04	 0.164663	 1.10e-01	-4.80e-02	 1.17e-01	 0.164755	 1.12e-01	 0.164755	 1.12e-01	 3.47e-01	no
ENSMUSG00000022704	Qtrt2	FBgn0036000	CG3434	 1.54e-01	 1.56e-01	 0.001762	 9.85e-01	-2.02e-01	-2.00e-01	 0.001982	 9.85e-01	 0.001982	 9.85e-01	 9.92e-01	no
ENSMUSG00000024853	Sf3b2			 2.42e-01	 1.21e-01	-0.120627	 9.81e-02	 8.12e-02	-3.94e-02	-0.120627	 1.31e-01	-0.120627	 1.31e-01	 3.83e-01	no
ENSMUSG00000028036	Ptgfr	FBgn0036742	CG7497	 2.36e-01	 9.15e-01	 0.679633	 4.28e-10	 1.66e+00	 2.34e+00	 0.679638	 1.29e-15	 0.679633	 4.28e-10	 6.00e-08	no
ENSMUSG00000024268	Celf4	FBgn0035047	Pof	 1.19e+00	 1.52e+00	 0.328461	 4.84e-05	-5.20e-01	-1.91e-01	 0.328674	 2.26e-04	 0.328674	 2.26e-04	 5.47e-03	no
ENSMUSG00000024268	Celf4	FBgn0262475	bru2	 1.19e+00	 1.52e+00	 0.328461	 4.84e-05	-5.20e-01	-1.91e-01	 0.328674	 2.26e-04	 0.328674	 2.26e-04	 5.47e-03	no
ENSMUSG00000024268	Celf4	FBgn0000114	bru1	 1.19e+00	 1.52e+00	 0.328461	 4.84e-05	-5.20e-01	-1.91e-01	 0.328674	 2.26e-04	 0.328674	 2.26e-04	 5.47e-03	no
ENSMUSG00000021666	Gfm2	FBgn0051159	mRRF2	 5.52e-01	 5.01e-01	-0.051101	 6.31e-01	-3.50e-01	-4.01e-01	-0.050876	 6.45e-01	-0.050876	 6.45e-01	 8.39e-01	no
ENSMUSG00000031093	Dock11	FBgn0031216	Zir	-2.49e-01	-2.10e-01	 0.039180	 6.70e-01	-9.87e-02	-5.95e-02	 0.039157	 6.86e-01	 0.039157	 6.86e-01	 8.63e-01	no
ENSMUSG00000022064	Pibf1			 5.33e-01	 6.89e-01	 0.156431	 3.30e-01	 1.55e-02	 1.72e-01	 0.156897	 3.07e-01	 0.156431	 3.30e-01	 6.20e-01	no
ENSMUSG00000021243	Fcf1	FBgn0010520	Bka	-1.31e-01	 3.82e-03	 0.135389	 2.36e-01	 6.13e-01	 7.48e-01	 0.135128	 2.71e-01	 0.135128	 2.71e-01	 5.65e-01	no
ENSMUSG00000041974	Spidr			 2.30e-01	 2.14e-01	-0.016222	 8.91e-01	 3.96e-01	 3.79e-01	-0.016222	 8.92e-01	-0.016222	 8.92e-01	 9.57e-01	no
ENSMUSG00000005699	Pard6a	FBgn0026192	par-6	 2.13e-01	-7.01e-02	-0.283196	 6.27e-02	 5.77e-01	 2.94e-01	-0.283023	 5.20e-02	-0.283196	 6.27e-02	 2.48e-01	no
ENSMUSG00000021270	Hsp90aa1	FBgn0001233	Hsp83	 2.69e-01	 2.01e-01	-0.067719	 3.85e-01	 5.89e-01	 5.22e-01	-0.067719	 4.48e-01	-0.067719	 4.48e-01	 7.18e-01	yes
ENSMUSG00000031590	Frg1	FBgn0036964	FRG1	 5.53e-02	 2.34e-01	 0.178975	 3.08e-02	 4.70e-01	 6.49e-01	 0.178975	 3.24e-02	 0.178975	 3.24e-02	 1.70e-01	no
ENSMUSG00000007817	Zmiz1	FBgn0026160	tna	 1.20e-02	-1.98e-01	-0.210444	 3.61e-02	-1.08e+00	-1.29e+00	-0.210442	 7.29e-02	-0.210442	 7.29e-02	 2.71e-01	yes
ENSMUSG00000027963	Extl2			-2.10e-01	 2.02e-01	 0.412034	 1.51e-03	-2.70e-01	 1.42e-01	 0.412252	 9.09e-05	 0.412034	 1.51e-03	 2.27e-02	no
ENSMUSG00000022151	Ttc33			 2.25e-01	 3.53e-01	 0.128125	 1.91e-01	 4.02e-01	 5.30e-01	 0.128125	 1.86e-01	 0.128125	 1.91e-01	 4.73e-01	no
ENSMUSG00000013155	Enkd1	FBgn0033174	CG11125	 3.86e-01	 2.87e-01	-0.098849	 4.84e-01	 3.87e-01	 2.88e-01	-0.098506	 4.63e-01	-0.098849	 4.84e-01	 7.44e-01	no
ENSMUSG00000041957	Pkp2	FBgn0260799	p120ctn	 3.76e-01	 3.56e-01	-0.019933	 8.84e-01	 3.26e-01	 3.06e-01	-0.019651	 8.84e-01	-0.019651	 8.84e-01	 9.53e-01	no
ENSMUSG00000037148	Arhgap10	FBgn0030685	Graf	 9.12e-01	 4.02e-01	-0.510505	 1.05e-04	 3.10e-03	-5.07e-01	-0.510103	 4.27e-04	-0.510103	 4.27e-04	 8.83e-03	no
ENSMUSG00000022701	Ccdc191	FBgn0031496	CG17258	 4.25e-01	 7.15e-01	 0.290469	 1.23e-01	 4.15e-01	 7.05e-01	 0.290469	 1.52e-01	 0.290469	 1.52e-01	 4.18e-01	no
ENSMUSG00000039131	Gipc2	FBgn0010504	kermit	 6.38e-01	 5.72e-01	-0.066314	 6.83e-01	 4.12e-01	 3.46e-01	-0.066001	 6.94e-01	-0.066001	 6.94e-01	 8.67e-01	no
ENSMUSG00000020593	Lpin1	FBgn0263593	Lpin	 7.57e-01	 6.63e-01	-0.094351	 3.04e-01	-6.22e-01	-7.17e-01	-0.094351	 3.39e-01	-0.094351	 3.39e-01	 6.28e-01	no
ENSMUSG00000046434	Hnrnpa1			-6.07e-02	-1.21e-01	-0.060471	 3.93e-01	 7.70e-01	 7.09e-01	-0.060471	 4.41e-01	-0.060471	 4.41e-01	 7.12e-01	no
ENSMUSG00000094885	Ott			 4.05e-02	 2.91e-02	-0.011444	 9.36e-01	 5.09e-01	 4.98e-01	-0.011444	 9.36e-01	-0.011444	 9.36e-01	 9.73e-01	no
ENSMUSG00000021951	Eef1akmt1	FBgn0031777	CG9154	-3.05e-01	-2.59e-01	 0.046182	 7.68e-01	 6.60e-01	 7.06e-01	 0.046099	 7.66e-01	 0.046182	 7.68e-01	 9.04e-01	no
ENSMUSG00000028035	Dnajb4	FBgn0037151	CG7130	 3.98e-01	 4.69e-01	 0.071337	 5.85e-01	 2.23e-01	 2.94e-01	 0.071604	 5.80e-01	 0.071337	 5.85e-01	 8.06e-01	yes
ENSMUSG00000022792	Yars2	FBgn0035064	TyrRS-m	-1.08e-02	-1.30e-01	-0.119459	 2.73e-01	 3.23e-01	 2.03e-01	-0.119459	 2.75e-01	-0.119459	 2.75e-01	 5.68e-01	no
ENSMUSG00000005148	Klf5	FBgn0034946	CG3065	-4.29e-01	-4.02e-01	 0.026797	 8.16e-01	-2.01e-01	-1.74e-01	 0.026797	 8.33e-01	 0.026797	 8.33e-01	 9.30e-01	yes
ENSMUSG00000005148	Klf5	FBgn0040765	luna	-4.29e-01	-4.02e-01	 0.026797	 8.16e-01	-2.01e-01	-1.74e-01	 0.026797	 8.33e-01	 0.026797	 8.33e-01	 9.30e-01	yes
ENSMUSG00000072294	Klf12	FBgn0040765	luna	 5.48e-01	 3.01e-01	-0.246725	 2.31e-01	-1.92e-01	-4.39e-01	-0.246307	 2.91e-01	-0.246307	 2.91e-01	 5.86e-01	no
ENSMUSG00000033628	Pik3c3	FBgn0015277	Pi3K59F	 4.19e-01	 5.13e-01	 0.094145	 3.15e-01	 9.61e-02	 1.90e-01	 0.094243	 3.20e-01	 0.094243	 3.20e-01	 6.11e-01	no
ENSMUSG00000027778	Ift80	FBgn0032891	Oseg5	 5.50e-01	 6.05e-01	 0.054567	 5.62e-01	-1.27e-01	-7.23e-02	 0.054658	 5.96e-01	 0.054658	 5.96e-01	 8.11e-01	no
ENSMUSG00000022967	Ifnar1			 5.20e-01	-2.42e-01	-0.762309	 1.04e-17	-3.08e-01	-1.07e+00	-0.762052	 3.00e-16	-0.762052	 3.00e-16	 8.64e-14	no
ENSMUSG00000072923	Gm10439			 2.17e-01	-5.26e-02	-0.270347	 8.02e-02	 7.08e-01	 4.38e-01	-0.270136	 6.61e-02	-0.270347	 8.02e-02	 2.88e-01	no
ENSMUSG00000039942	Ptger4			-1.22e+00	-9.79e-01	 0.242083	 1.49e-01	-4.25e-01	-1.82e-01	 0.241699	 1.54e-01	 0.241699	 1.54e-01	 4.21e-01	no
ENSMUSG00000021952	Xpo4			 2.12e-01	 6.08e-01	 0.395571	 2.31e-04	-7.39e-01	-3.43e-01	 0.395810	 7.59e-05	 0.395571	 2.31e-04	 5.58e-03	no
ENSMUSG00000013150	Gfod2	FBgn0027597	CG17712	 3.29e-02	-2.60e-01	-0.293111	 2.08e-02	 5.97e-01	 3.04e-01	-0.293111	 2.34e-02	-0.293111	 2.34e-02	 1.40e-01	no
ENSMUSG00000022965	Ifngr2			-1.13e-01	-2.52e-01	-0.139688	 2.42e-01	 3.75e-01	 2.35e-01	-0.139688	 2.34e-01	-0.139688	 2.42e-01	 5.37e-01	no
ENSMUSG00000021665	Hexb	FBgn0041630	Hexo1	-4.99e-01	-1.73e-01	 0.325350	 1.01e-03	-2.45e-01	 8.01e-02	 0.325425	 3.68e-04	 0.325350	 1.01e-03	 1.70e-02	no
ENSMUSG00000021665	Hexb	FBgn0041629	Hexo2	-4.99e-01	-1.73e-01	 0.325350	 1.01e-03	-2.45e-01	 8.01e-02	 0.325425	 3.68e-04	 0.325350	 1.01e-03	 1.70e-02	no
ENSMUSG00000021665	Hexb	FBgn0045063	fdl	-4.99e-01	-1.73e-01	 0.325350	 1.01e-03	-2.45e-01	 8.01e-02	 0.325425	 3.68e-04	 0.325350	 1.01e-03	 1.70e-02	no
ENSMUSG00000037134	Prmt9	FBgn0031592	Art2	 1.59e-01	 2.34e-01	 0.074853	 4.77e-01	 8.16e-02	 1.57e-01	 0.075080	 5.05e-01	 0.075080	 5.05e-01	 7.58e-01	no
ENSMUSG00000022964	Tmem50b	FBgn0035528	CG15012	-5.42e-01	-1.91e-01	 0.351238	 1.52e-02	 5.62e-02	 4.07e-01	 0.351238	 1.30e-02	 0.351238	 1.52e-02	 1.07e-01	no
ENSMUSG00000094378	Gm15097			 1.11e-01	-5.51e-02	-0.166240	 2.76e-01	 5.25e-01	 3.59e-01	-0.166240	 2.77e-01	-0.166240	 2.77e-01	 5.70e-01	no
ENSMUSG00000041773	Enc1	FBgn0024232	gprs	 3.06e-01	 3.69e-01	 0.063035	 2.89e-01	-4.91e-01	-4.28e-01	 0.063161	 3.16e-01	 0.063161	 3.16e-01	 6.07e-01	yes
ENSMUSG00000095082	Gm15091			 2.02e-01	 2.06e-01	 0.004686	 9.78e-01	 6.73e-01	 6.77e-01	 0.004767	 9.76e-01	 0.004686	 9.78e-01	 9.91e-01	no
ENSMUSG00000024844	Banf1			 2.66e-01	 4.57e-02	-0.219786	 1.78e-02	 9.70e-01	 7.50e-01	-0.219786	 1.40e-02	-0.219786	 1.78e-02	 1.18e-01	no
ENSMUSG00000069117	Rps18-ps6	FBgn0010411	RpS18	 2.51e-01	 3.56e-02	-0.215898	 1.63e-03	 1.51e+00	 1.29e+00	-0.215898	 1.91e-03	-0.215898	 1.91e-03	 2.68e-02	no
