pathways_name_level0,gene_secondary_identifier,gene_symbol,pathways_identifier_level1,pathways_name_level1,datasets_name,gene_primary_identifier
Signal Transduction,CG10370,Rpt5,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0028684
Metabolism of proteins,CG10370,Rpt5,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0028684
DNA Replication,CG10370,Rpt5,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0028684
DNA Replication,CG10370,Rpt5,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0028684
Cell Cycle,CG10370,Rpt5,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0028684
Cell Cycle,CG10370,Rpt5,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0028684
Metabolism,CG10370,Rpt5,R-DME-71291,Metabolism of amino acids and derivatives,Reactome pathways data set,FBgn0028684
Gene expression (Transcription),CG10370,Rpt5,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0028684
Signal Transduction,CG10370,Rpt5,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0028684
Immune System,CG10372,Faf2,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0025608
Signal Transduction,CG10372,Faf2,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0025608
Neuronal System,CG10373,Jwa,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0032704
Signal Transduction,CG10374,Lsd-1,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0039114
Metabolism of RNA,CG10375,CG10375,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0039116
Signal Transduction,CG10384,CG10384,R-DME-9006927,Signaling by Non-Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0034731
DNA Repair,CG10387,tos,R-DME-5358508,Mismatch Repair,Reactome pathways data set,FBgn0015553
DNA Repair,CG10387,tos,R-DME-5693532,DNA Double-Strand Break Repair,Reactome pathways data set,FBgn0015553
Cell Cycle,CG10387,tos,R-DME-69620,Cell Cycle Checkpoints,Reactome pathways data set,FBgn0015553
Gene expression (Transcription),CG10387,tos,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0015553
Metabolism of proteins,CG10392,sxc,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0261403
DNA Repair,CG10395,CG10395,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0033019
Metabolism of proteins,CG10395,CG10395,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0033019
Metabolism,CG10396,COX4L,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0033020
Cellular responses to stimuli,CG10396,COX4L,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0033020
Gene expression (Transcription),CG10396,COX4L,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0033020
Metabolism,CG10399,Hmgcl,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0031877
Protein localization,CG10399,Hmgcl,R-DME-9033241,Peroxisomal protein import,Reactome pathways data set,FBgn0031877
Metabolism of proteins,CG10406,mRpS33,R-DME-72766,Translation,Reactome pathways data set,FBgn0038426
Metabolism,CG1041,CRAT,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0037440
Protein localization,CG1041,CRAT,R-DME-9033241,Peroxisomal protein import,Reactome pathways data set,FBgn0037440
Gene expression (Transcription),CG10415,TfIIEalpha,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0015828
Metabolism of RNA,CG10418,CG10418,R-DME-429914,Deadenylation-dependent mRNA decay,Reactome pathways data set,FBgn0036277
Metabolism of RNA,CG10418,CG10418,R-DME-72203,Processing of Capped Intron-Containing Pre-mRNA,Reactome pathways data set,FBgn0036277
Metabolism of RNA,CG10423,RpS27,R-DME-72312,rRNA processing,Reactome pathways data set,FBgn0039300
Metabolism of proteins,CG10423,RpS27,R-DME-72766,Translation,Reactome pathways data set,FBgn0039300
Metabolism of RNA,CG10423,RpS27,R-DME-927802,Nonsense-Mediated Decay (NMD),Reactome pathways data set,FBgn0039300
Metabolism,CG10424,Naxd,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0036848
Metabolism,CG10425,CG10425,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0039304
Vesicle-mediated transport,CG10435,CG10435,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0037539
Immune System,CG1044,dos,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0016794
Signal Transduction,CG1044,dos,R-DME-9006335,Signaling by Erythropoietin,Reactome pathways data set,FBgn0016794
Signal Transduction,CG1044,dos,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0016794
Signal Transduction,CG1044,dos,R-DME-9006934,Signaling by Receptor Tyrosine Kinases,Reactome pathways data set,FBgn0016794
Gene expression (Transcription),CG10440,twz,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0034636
Neuronal System,CG10443,Lar,R-DME-6794362,Protein-protein interactions at synapses,Reactome pathways data set,FBgn0000464
Transport of small molecules,CG10449,Catsup,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0002022
Programmed Cell Death,CG10473,Acn,R-DME-109581,Apoptosis,Reactome pathways data set,FBgn0263198
Cell Cycle,CG10480,Rcc1,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0002638
Neuronal System,CG10486,CG10486,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0035647
Metabolism,CG10486,CG10486,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0035647
Drug ADME,CG10486,CG10486,R-DME-2161522,Abacavir ADME,Reactome pathways data set,FBgn0035647
Transport of small molecules,CG10486,CG10486,R-DME-425407,SLC-mediated transmembrane transport,Reactome pathways data set,FBgn0035647
Metabolism,CG10486,CG10486,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0035647
Drug ADME,CG10486,CG10486,R-DME-9749641,Aspirin ADME,Reactome pathways data set,FBgn0035647
DNA Repair,CG10489,PolE2,R-DME-5696398,Nucleotide Excision Repair,Reactome pathways data set,FBgn0035644
DNA Replication,CG10489,PolE2,R-DME-69002,DNA Replication Pre-Initiation,Reactome pathways data set,FBgn0035644
DNA Replication,CG10489,PolE2,R-DME-69239,Synthesis of DNA,Reactome pathways data set,FBgn0035644
Cell Cycle,CG10489,PolE2,R-DME-69278,"Cell Cycle, Mitotic",Reactome pathways data set,FBgn0035644
DNA Repair,CG10489,PolE2,R-DME-73884,Base Excision Repair,Reactome pathways data set,FBgn0035644
DNA Repair,CG10489,PolE2,R-DME-73893,DNA Damage Bypass,Reactome pathways data set,FBgn0035644
Metabolism,CG1049,Pcyt1,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0041342
Signal Transduction,CG10493,Phlpp,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0032749
Extracellular matrix organization,CG10497,Sdc,R-DME-3000171,Non-integrin membrane-ECM interactions,Reactome pathways data set,FBgn0010415
Metabolism of proteins,CG10497,Sdc,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0010415
Metabolism of proteins,CG10497,Sdc,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0010415
Metabolism,CG10497,Sdc,R-DME-71387,Metabolism of carbohydrates,Reactome pathways data set,FBgn0010415
Developmental Biology,CG10497,Sdc,R-DME-9675108,Nervous system development,Reactome pathways data set,FBgn0010415
Cell-Cell communication,CG10504,Ilk,R-DME-446728,Cell junction organization,Reactome pathways data set,FBgn0028427
Autophagy,CG10505,CG10505,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0034612
Vesicle-mediated transport,CG10505,CG10505,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0034612
Transport of small molecules,CG10505,CG10505,R-DME-382556,ABC-family proteins mediated transport,Reactome pathways data set,FBgn0034612
Signal Transduction,CG10508,CG10508,R-DME-2028269,Signaling by Hippo,Reactome pathways data set,FBgn0037060
Metabolism of proteins,CG10516,CG10516,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0036549
Drosophila signaling pathways,CG10520,tub,R-DME-209449,Toll pathway,Reactome pathways data set,FBgn0003882
Signal Transduction,CG10522,sti,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0002466
Immune System,CG10523,park,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0041100
Autophagy,CG10523,park,R-DME-1632852,Macroautophagy,Reactome pathways data set,FBgn0041100
Metabolism of proteins,CG10523,park,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0041100
Neuronal System,CG10537,Rdl,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0004244
Signal Transduction,CG10538,CdGAPr,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0032821
Drosophila signaling pathways,CG10539,S6k,R-DME-110526,Insulin receptor mediated signaling,Reactome pathways data set,FBgn0283472
Signal Transduction,CG10539,S6k,R-DME-165159,MTOR signalling,Reactome pathways data set,FBgn0283472
Signal Transduction,CG10539,S6k,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0283472
Vesicle-mediated transport,CG10540,cpa,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0034577
Cellular responses to stimuli,CG10540,cpa,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0034577
Metabolism of proteins,CG10540,cpa,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0034577
Hemostasis,CG10540,cpa,R-DME-983231,Factors involved in megakaryocyte development and platelet production,Reactome pathways data set,FBgn0034577
Metabolism of proteins,CG10542,Bre1,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0086694
Signal Transduction,CG10542,Bre1,R-DME-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Reactome pathways data set,FBgn0086694
Neuronal System,CG10545,Gbeta13F,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0001105
Neuronal System,CG10545,Gbeta13F,R-DME-1296071,Potassium Channels,Reactome pathways data set,FBgn0001105
Metabolism,CG10545,Gbeta13F,R-DME-163685,Integration of energy metabolism,Reactome pathways data set,FBgn0001105
Signal Transduction,CG10545,Gbeta13F,R-DME-195721,Signaling by WNT,Reactome pathways data set,FBgn0001105
Sensory Perception,CG10545,Gbeta13F,R-DME-2187338,Visual phototransduction,Reactome pathways data set,FBgn0001105
Signal Transduction,CG10545,Gbeta13F,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0001105
Metabolism of proteins,CG10545,Gbeta13F,R-DME-391251,Protein folding,Reactome pathways data set,FBgn0001105
Hemostasis,CG10545,Gbeta13F,R-DME-418346,Platelet homeostasis,Reactome pathways data set,FBgn0001105
Hemostasis,CG10545,Gbeta13F,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0001105
Signal Transduction,CG10545,Gbeta13F,R-DME-9006931,Signaling by Nuclear Receptors,Reactome pathways data set,FBgn0001105
Sensory Perception,CG10545,Gbeta13F,R-DME-9717189,Sensory perception of taste,Reactome pathways data set,FBgn0001105
Vesicle-mediated transport,CG10546,Cralbp,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0035636
Sensory Perception,CG10546,Cralbp,R-DME-2187338,Visual phototransduction,Reactome pathways data set,FBgn0035636
Signal Transduction,CG1056,5-HT2A,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0087012
Gene expression (Transcription),CG10563,l(2)37Cd,R-DME-74158,RNA Polymerase III Transcription,Reactome pathways data set,FBgn0086445
Neuronal System,CG10564,Ac78C,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0024150
Signal Transduction,CG10564,Ac78C,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0024150
Signal Transduction,CG10564,Ac78C,R-DME-5358351,Signaling by Hedgehog,Reactome pathways data set,FBgn0024150
Signal Transduction,CG10564,Ac78C,R-DME-9006925,Intracellular signaling by second messengers,Reactome pathways data set,FBgn0024150
Cellular responses to stimuli,CG10565,CG10565,R-DME-2262752,Cellular responses to stress,Reactome pathways data set,FBgn0037051
Gene expression (Transcription),CG10572,Cdk8,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0015618
Signal Transduction,CG10572,Cdk8,R-DME-9006936,Signaling by TGFB family members,Reactome pathways data set,FBgn0015618
Metabolism,CG10575,Ppat-Dpck,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0035632
Immune System,CG10576,CG10576,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0035630
Gene expression (Transcription),CG10582,Polr3E,R-DME-74158,RNA Polymerase III Transcription,Reactome pathways data set,FBgn0028402
Metabolism,CG10585,Pdss2,R-DME-196854,Metabolism of vitamins and cofactors,Reactome pathways data set,FBgn0037044
Vesicle-mediated transport,CG10592,Alp10,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0035619
Metabolism,CG10592,Alp10,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0035619
Digestion and absorption,CG10592,Alp10,R-DME-8935690,Digestion,Reactome pathways data set,FBgn0035619
Metabolism of proteins,CG10593,Acer,R-DME-2980736,Peptide hormone metabolism,Reactome pathways data set,FBgn0016122
Immune System,CG10602,CG10602,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0032721
Metabolism,CG10602,CG10602,R-DME-556833,Metabolism of lipids,Reactome pathways data set,FBgn0032721
Metabolism of proteins,CG10603,mRpL13,R-DME-72766,Translation,Reactome pathways data set,FBgn0032720
Gene expression (Transcription),CG10604,bsh,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0000529
Metabolism,CG10610,ECSIT,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0028436
Immune System,CG10620,Tsf2,R-DME-168249,Innate Immune System,Reactome pathways data set,FBgn0036299
Metabolism of proteins,CG10620,Tsf2,R-DME-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome pathways data set,FBgn0036299
Metabolism of proteins,CG10620,Tsf2,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0036299
Hemostasis,CG10620,Tsf2,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0036299
Transport of small molecules,CG10620,Tsf2,R-DME-917937,Iron uptake and transport,Reactome pathways data set,FBgn0036299
Metabolism,CG10622,ScsbetaG,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0029118
Metabolism of proteins,CG10627,nst,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0036298
Immune System,CG1063,Itpr,R-DME-1280218,Adaptive Immune System,Reactome pathways data set,FBgn0010051
Metabolism,CG1063,Itpr,R-DME-163685,Integration of energy metabolism,Reactome pathways data set,FBgn0010051
Signal Transduction,CG1063,Itpr,R-DME-372790,Signaling by GPCR,Reactome pathways data set,FBgn0010051
Hemostasis,CG1063,Itpr,R-DME-418346,Platelet homeostasis,Reactome pathways data set,FBgn0010051
Muscle contraction,CG1063,Itpr,R-DME-5576891,Cardiac conduction,Reactome pathways data set,FBgn0010051
Hemostasis,CG1063,Itpr,R-DME-76002,"Platelet activation, signaling and aggregation",Reactome pathways data set,FBgn0010051
Sensory Perception,CG1063,Itpr,R-DME-9717189,Sensory perception of taste,Reactome pathways data set,FBgn0010051
Neuronal System,CG10633,Ir64a,R-DME-112315,Transmission across Chemical Synapses,Reactome pathways data set,FBgn0035604
Vesicle-mediated transport,CG10633,Ir64a,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0035604
Metabolism of proteins,CG10633,Ir64a,R-DME-597592,Post-translational protein modification,Reactome pathways data set,FBgn0035604
Vesicle-mediated transport,CG10637,Nak,R-DME-199991,Membrane Trafficking,Reactome pathways data set,FBgn0015772
Metabolism,CG10639,L2HGDH,R-DME-1428517,The citric acid (TCA) cycle and respiratory electron transport,Reactome pathways data set,FBgn0032729
Chromatin organization,CG1064,Snr1,R-DME-3247509,Chromatin modifying enzymes,Reactome pathways data set,FBgn0011715
Gene expression (Transcription),CG1064,Snr1,R-DME-73857,RNA Polymerase II Transcription,Reactome pathways data set,FBgn0011715
Immune System,CG10640,Uev1A,R-DME-1280215,Cytokine Signaling in Immune system,Reactome pathways data set,FBgn0035601
