GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,ontology
GO:0006119,oxidative phosphorylation,84,40,11.2,2.5e-14,5.4525e-11,2.3401287553648067e-13,3.57,BP
GO:0051963,regulation of synapse assembly,126,51,16.8,2.7e-14,5.8887e-11,2.5165384615384617e-13,3.04,BP
GO:0043412,macromolecule modification,1383,279,184.4,2.8e-14,6.1068e-11,2.598638297872341e-13,1.51,BP
GO:0009994,oocyte differentiation,168,61,22.4,3.0e-14,6.543e-11,2.772457627118644e-13,2.72,BP
GO:0006928,movement of cell or subcellular componen...,731,170,97.47,3.2e-14,6.9792e-11,2.932436974789916e-13,1.74,BP
GO:0023061,signal release,147,56,19.6,3.2e-14,6.9792e-11,2.932436974789916e-13,2.86,BP
GO:0060541,respiratory system development,255,80,34,3.7e-14,8.0697e-11,3.3764435146443517e-13,2.35,BP
GO:0009790,embryo development,548,137,73.07,3.8e-14,8.287800000000001e-11,3.4532500000000005e-13,1.87,BP
GO:0007309,oocyte axis specification,127,51,16.93,3.9e-14,8.505899999999999e-11,3.5294190871369293e-13,3.01,BP
GO:0007424,open tracheal system development,246,78,32.8,4.2e-14,9.160199999999999e-11,3.785206611570248e-13,2.38,BP
GO:0030855,epithelial cell differentiation,400,109,53.33,4.5e-14,9.8145e-11,4.02233606557377e-13,2.04,BP
GO:0031344,regulation of cell projection organizati...,148,56,19.73,4.5e-14,9.8145e-11,4.02233606557377e-13,2.84,BP
GO:0007349,cellularization,112,47,14.93,5.5e-14,1.19955e-10,4.896122448979592e-13,3.15,BP
GO:0033554,cellular response to stress,639,153,85.2,5.6e-14,1.22136e-10,4.964878048780487e-13,1.8,BP
GO:0003002,regionalization,491,126,65.47,5.7e-14,1.24317e-10,5.033076923076922e-13,1.92,BP
GO:0048638,regulation of developmental growth,244,77,32.53,8.1e-14,1.76661e-10,7.123427419354838e-13,2.37,BP
GO:0001745,compound eye morphogenesis,307,90,40.93,8.4e-14,1.8320399999999998e-10,7.357590361445783e-13,2.2,BP
GO:0016477,cell migration,312,91,41.6,8.5e-14,1.85385e-10,7.415400000000001e-13,2.19,BP
GO:0009893,positive regulation of metabolic process,903,198,120.4,1.0e-13,2.181e-10,8.654761904761906e-13,1.64,BP
GO:0051049,regulation of transport,313,91,41.73,1.0e-13,2.181e-10,8.654761904761906e-13,2.18,BP
GO:0050684,regulation of mRNA processing,102,44,13.6,1.1e-13,2.3991e-10,9.482608695652173e-13,3.24,BP
GO:0061564,axon development,339,96,45.2,1.3e-13,2.8353e-10,1.1118823529411764e-12,2.12,BP
GO:0051656,establishment of organelle localization,164,59,21.87,1.3e-13,2.8353e-10,1.1118823529411764e-12,2.7,BP
GO:1901700,response to oxygen-containing compound,371,102,49.47,1.7e-13,3.7077e-10,1.4483203125e-12,2.06,BP
GO:0022411,cellular component disassembly,157,57,20.93,2.1e-13,4.5800999999999995e-10,1.7821400778210116e-12,2.72,BP
GO:0044089,positive regulation of cellular componen...,136,52,18.13,2.3e-13,5.0163e-10,1.944302325581395e-12,2.87,BP
GO:0006468,protein phosphorylation,349,97,46.53,3.3e-13,7.197300000000001e-10,2.778880308880309e-12,2.08,BP
GO:1902903,regulation of supramolecular fiber organ...,117,47,15.6,3.8e-13,8.2878e-10,3.1876153846153844e-12,3.01,BP
GO:0051301,cell division,266,80,35.47,4.7e-13,1.02507e-9,3.9274712643678166e-12,2.26,BP
GO:0061024,membrane organization,271,81,36.13,4.8e-13,1.04688e-9,3.9957251908396945e-12,2.24,BP
GO:0007169,transmembrane receptor protein tyrosine ...,228,72,30.4,5.1e-13,1.11231e-9,4.229315589353613e-12,2.37,BP
GO:0042775,mitochondrial ATP synthesis coupled elec...,62,32,8.27,5.8e-13,1.26498e-9,4.791590909090909e-12,3.87,BP
GO:0048488,synaptic vesicle endocytosis,40,25,5.33,6.0e-13,1.3086e-9,4.9195488721804504e-12,4.69,BP
GO:0140238,presynaptic endocytosis,40,25,5.33,6.0e-13,1.3086e-9,4.9195488721804504e-12,4.69,BP
GO:0036465,synaptic vesicle recycling,46,27,6.13,6.2e-13,1.35222e-9,5.0644943820224714e-12,4.4,BP
GO:0000226,microtubule cytoskeleton organization,363,99,48.4,6.6e-13,1.4394600000000001e-9,5.371119402985075e-12,2.05,BP
GO:0007015,actin filament organization,174,60,23.2,6.7e-13,1.4612699999999999e-9,5.432230483271376e-12,2.59,BP
GO:1902600,proton transmembrane transport,59,31,7.87,7.2e-13,1.57032e-9,5.8159999999999995e-12,3.94,BP
GO:0120035,regulation of plasma membrane bounded ce...,144,53,19.2,7.9e-13,1.7229899999999999e-9,6.334522058823529e-12,2.76,BP
GO:0009605,response to external stimulus,1036,217,138.13,7.9e-13,1.7229899999999999e-9,6.334522058823529e-12,1.57,BP
GO:0008582,regulation of synaptic assembly at neuro...,119,47,15.87,8.0e-13,1.7448e-9,6.391208791208791e-12,2.96,BP
GO:0042773,ATP synthesis coupled electron transport,66,33,8.8,8.1e-13,1.76661e-9,6.4474817518248175e-12,3.75,BP
GO:0022604,regulation of cell morphogenesis,84,38,11.2,8.4e-13,1.8320399999999998e-9,6.661963636363636e-12,3.39,BP
GO:0048024,"regulation of mRNA splicing, via spliceo...",92,40,12.27,1.0e-12,2.181e-9,7.902173913043478e-12,3.26,BP
GO:0019637,organophosphate metabolic process,408,107,54.4,1.1e-12,2.3990999999999997e-9,8.661010830324909e-12,1.97,BP
GO:0007017,microtubule-based process,489,122,65.2,1.2e-12,2.6172e-9,9.414388489208632e-12,1.87,BP
GO:0007409,axonogenesis,326,91,43.47,1.4e-12,3.0534000000000002e-9,1.0905000000000002e-11,2.09,BP
GO:2000026,regulation of multicellular organismal d...,286,83,38.13,1.4e-12,3.0534000000000002e-9,1.0905000000000002e-11,2.18,BP
GO:0030030,cell projection organization,716,162,95.47,1.6e-12,3.4896e-9,1.2418505338078292e-11,1.7,BP
GO:0000278,mitotic cell cycle,482,120,64.27,2.2e-12,4.7981999999999994e-9,1.7014893617021276e-11,1.87,BP
GO:1902533,positive regulation of intracellular sig...,183,61,24.4,2.3e-12,5.0163e-9,1.7725441696113074e-11,2.5,BP
GO:0007005,mitochondrion organization,249,75,33.2,2.4e-12,5.2344e-9,1.8366315789473684e-11,2.26,BP
GO:0120036,plasma membrane bounded cell projection ...,702,159,93.6,2.4e-12,5.2344e-9,1.8366315789473684e-11,1.7,BP
GO:0008219,cell death,402,105,53.6,2.5e-12,5.4524999999999995e-9,1.9064685314685312e-11,1.96,BP
GO:0051235,maintenance of location,102,42,13.6,2.6e-12,5.6706e-9,1.9758188153310103e-11,3.09,BP
GO:0072583,clathrin-dependent endocytosis,28,20,3.73,3.0e-12,6.543e-9,2.2718750000000002e-11,5.36,BP
GO:0000380,"alternative mRNA splicing, via spliceoso...",87,38,11.6,3.2e-12,6.9792e-9,2.4149480968858133e-11,3.28,BP
GO:0044281,small molecule metabolic process,793,174,105.73,3.6e-12,7.8516e-9,2.707448275862069e-11,1.65,BP
GO:0006900,vesicle budding from membrane,21,17,2.8,4.3e-12,9.3783e-9,3.222783505154639e-11,6.07,BP
GO:0031399,regulation of protein modification proce...,223,69,29.73,4.5e-12,9.8145e-9,3.3611301369863014e-11,2.32,BP
GO:0071310,cellular response to organic substance,374,99,49.87,4.6e-12,1.00326e-8,3.412448979591836e-11,1.99,BP
GO:0080090,regulation of primary metabolic process,1828,339,243.73,4.6e-12,1.00326e-8,3.412448979591836e-11,1.39,BP
GO:0048754,branching morphogenesis of an epithelial...,59,30,7.87,5.1e-12,1.1123099999999999e-8,3.757804054054054e-11,3.81,BP
GO:0060446,branching involved in open tracheal syst...,59,30,7.87,5.1e-12,1.1123099999999999e-8,3.757804054054054e-11,3.81,BP
GO:1904396,regulation of neuromuscular junction dev...,125,47,16.67,6.5e-12,1.41765e-8,4.7732323232323236e-11,2.82,BP
GO:0000381,"regulation of alternative mRNA splicing,...",85,37,11.33,7.0e-12,1.5267e-8,5.123154362416107e-11,3.27,BP
GO:0140694,non-membrane-bounded organelle assembly,225,69,30,7.2e-12,1.57032e-8,5.25190635451505e-11,2.3,BP
GO:0007560,imaginal disc morphogenesis,393,102,52.4,7.8e-12,1.70118e-8,5.651760797342193e-11,1.95,BP
GO:0048563,post-embryonic animal organ morphogenesi...,393,102,52.4,7.8e-12,1.70118e-8,5.651760797342193e-11,1.95,BP
GO:0019915,lipid storage,60,30,8,8.9e-12,1.94109e-8,6.406237623762376e-11,3.75,BP
GO:0061138,morphogenesis of a branching epithelium,60,30,8,8.9e-12,1.94109e-8,6.406237623762376e-11,3.75,BP
GO:0000910,cytokinesis,106,42,14.13,1.2e-11,2.6172e-8,8.552941176470589e-11,2.97,BP
GO:0061640,cytoskeleton-dependent cytokinesis,94,39,12.53,1.2e-11,2.6172e-8,8.552941176470589e-11,3.11,BP
GO:0042176,regulation of protein catabolic process,98,40,13.07,1.2e-11,2.6172e-8,8.552941176470589e-11,3.06,BP
GO:0007254,JNK cascade,79,35,10.53,1.4e-11,3.0534e-8,9.881553398058252e-11,3.32,BP
GO:0008286,insulin receptor signaling pathway,79,35,10.53,1.4e-11,3.0534e-8,9.881553398058252e-11,3.32,BP
GO:0019646,aerobic electron transport chain,54,28,7.2,1.4e-11,3.0534e-8,9.881553398058252e-11,3.89,BP
GO:0090066,regulation of anatomical structure size,233,70,31.07,1.5e-11,3.2715e-8,1.0519292604501607e-10,2.25,BP
GO:0009896,positive regulation of catabolic process,181,59,24.13,1.5e-11,3.2715e-8,1.0519292604501607e-10,2.45,BP
GO:0060255,regulation of macromolecule metabolic pr...,2051,370,273.47,1.7e-11,3.7077e-8,1.1883653846153846e-10,1.35,BP
GO:0051171,regulation of nitrogen compound metaboli...,1802,332,240.27,1.9e-11,4.1439e-8,1.3239297124600637e-10,1.38,BP
GO:0030100,regulation of endocytosis,58,29,7.73,2.0e-11,4.3619999999999996e-8,1.389171974522293e-10,3.75,BP
GO:0048569,post-embryonic animal organ development,465,114,62,2.3e-11,5.0163000000000004e-8,1.5924761904761905e-10,1.84,BP
GO:0048870,cell motility,368,96,49.07,2.4e-11,5.2344e-8,1.651230283911672e-10,1.96,BP
GO:0008088,axo-dendritic transport,45,25,6,2.4e-11,5.2344e-8,1.651230283911672e-10,4.17,BP
GO:0000209,protein polyubiquitination,96,39,12.8,2.6e-11,5.6706e-8,1.7720625e-10,3.05,BP
GO:0001763,morphogenesis of a branching structure,62,30,8.27,2.6e-11,5.6706e-8,1.7720625e-10,3.63,BP
GO:0006898,receptor-mediated endocytosis,62,30,8.27,2.6e-11,5.6706e-8,1.7720625e-10,3.63,BP
GO:0035330,regulation of hippo signaling,73,33,9.73,2.8e-11,6.1068e-8,1.902429906542056e-10,3.39,BP
GO:0060627,regulation of vesicle-mediated transport,126,46,16.8,3.6e-11,7.8516e-8,2.4383850931677015e-10,2.74,BP
GO:0031325,positive regulation of cellular metaboli...,821,175,109.47,4.0e-11,8.723999999999999e-8,2.7009287925696594e-10,1.6,BP
GO:0048878,chemical homeostasis,298,82,39.73,4.1e-11,8.9421e-8,2.7514153846153844e-10,2.06,BP
GO:0016071,mRNA metabolic process,436,108,58.13,4.1e-11,8.9421e-8,2.7514153846153844e-10,1.86,BP
GO:0048193,Golgi vesicle transport,144,50,19.2,4.2e-11,9.160199999999999e-8,2.8098773006134966e-10,2.6,BP
GO:0007430,"terminal branching, open tracheal system",28,19,3.73,4.5e-11,9.8145e-8,3.0013761467889907e-10,5.09,BP
GO:0198738,cell-cell signaling by wnt,140,49,18.67,4.8e-11,1.04688e-7,3.191707317073171e-10,2.62,BP
GO:0051403,stress-activated MAPK cascade,86,36,11.47,5.3e-11,1.15593e-7,3.513465045592705e-10,3.14,BP
GO:0051674,localization of cell,373,96,49.73,5.4e-11,1.17774e-7,3.5689090909090914e-10,1.93,BP
GO:0051668,localization within membrane,210,64,28,5.6e-11,1.22136e-7,3.6899093655589123e-10,2.29,BP
GO:0007472,wing disc morphogenesis,290,80,38.67,6.1e-11,1.3304099999999998e-7,4.007259036144578e-10,2.07,BP
GO:0099537,trans-synaptic signaling,311,84,41.47,6.6e-11,1.43946e-7,4.322702702702703e-10,2.03,BP
GO:0010604,positive regulation of macromolecule met...,814,173,108.53,6.7e-11,1.46127e-7,4.375059880239521e-10,1.59,BP
GO:0006413,translational initiation,75,33,10,6.8e-11,1.48308e-7,4.42710447761194e-10,3.3,BP
GO:0010941,regulation of cell death,286,79,38.13,7.6e-11,1.65756e-7,4.933214285714285e-10,2.07,BP
GO:0031098,stress-activated protein kinase signalin...,87,36,11.6,8.0e-11,1.7447999999999998e-7,5.177448071216617e-10,3.1,BP
GO:0065009,regulation of molecular function,419,104,55.87,8.4e-11,1.8320399999999998e-7,5.420236686390531e-10,1.86,BP
GO:0030952,establishment or maintenance of cytoskel...,47,25,6.27,8.6e-11,1.87566e-7,5.532920353982301e-10,3.99,BP
GO:0032509,endosome transport via multivesicular bo...,26,18,3.47,8.8e-11,1.9192800000000002e-7,5.628387096774193e-10,5.19,BP
GO:0071985,multivesicular body sorting pathway,26,18,3.47,8.8e-11,1.9192800000000002e-7,5.628387096774193e-10,5.19,BP
GO:0043170,macromolecule metabolic process,4944,777,659.2,9.7e-11,2.11557e-7,6.185877192982456e-10,1.18,BP
GO:0030111,regulation of Wnt signaling pathway,108,41,14.4,1.0e-10,2.181e-7,6.340116279069767e-10,2.85,BP
GO:0007167,enzyme linked receptor protein signaling...,298,81,39.73,1.0e-10,2.181e-7,6.340116279069767e-10,2.04,BP
GO:0007268,chemical synaptic transmission,309,83,41.2,1.2e-10,2.6172e-7,7.520689655172414e-10,2.01,BP
GO:0008283,cell population proliferation,309,83,41.2,1.2e-10,2.6172e-7,7.520689655172414e-10,2.01,BP
GO:0098916,anterograde trans-synaptic signaling,309,83,41.2,1.2e-10,2.6172e-7,7.520689655172414e-10,2.01,BP
GO:0019752,carboxylic acid metabolic process,378,96,50.4,1.2e-10,2.6172e-7,7.520689655172414e-10,1.9,BP
GO:0045880,positive regulation of smoothened signal...,51,26,6.8,1.3e-10,2.8353e-7,8.100857142857142e-10,3.82,BP
GO:0099536,synaptic signaling,320,85,42.67,1.3e-10,2.8353e-7,8.100857142857142e-10,1.99,BP
GO:0043436,oxoacid metabolic process,379,96,50.53,1.4e-10,3.0534e-7,8.6991452991453e-10,1.9,BP
GO:0001700,embryonic development via the syncytial ...,167,54,22.27,1.6e-10,3.4895999999999997e-7,9.857627118644068e-10,2.42,BP
GO:0046626,regulation of insulin receptor signaling...,48,25,6.4,1.6e-10,3.4895999999999997e-7,9.857627118644068e-10,3.91,BP
GO:0012501,programmed cell death,337,88,44.93,1.6e-10,3.4895999999999997e-7,9.857627118644068e-10,1.96,BP
GO:0006397,mRNA processing,343,89,45.73,1.8e-10,3.9258e-7,1.102752808988764e-9,1.95,BP
GO:0022402,cell cycle process,599,135,79.87,1.8e-10,3.9258e-7,1.102752808988764e-9,1.69,BP
GO:0046847,filopodium assembly,45,24,6,1.9e-10,4.1439e-7,1.1575139664804468e-9,4,BP
GO:1900076,regulation of cellular response to insul...,45,24,6,1.9e-10,4.1439e-7,1.1575139664804468e-9,4,BP
GO:1901566,organonitrogen compound biosynthetic pro...,1393,264,185.73,2.1e-10,4.5801e-7,1.275793871866295e-9,1.42,BP
GO:0008340,determination of adult lifespan,173,55,23.07,2.2e-10,4.7982e-7,1.3328333333333333e-9,2.38,BP
GO:0031331,positive regulation of cellular cataboli...,164,53,21.87,2.4e-10,5.2344e-7,1.4459668508287293e-9,2.42,BP
GO:1990778,protein localization to cell periphery,78,33,10.4,2.4e-10,5.2344e-7,1.4459668508287293e-9,3.17,BP
GO:0007476,imaginal disc-derived wing morphogenesis,277,76,36.93,2.5e-10,5.4525e-7,1.4979395604395605e-9,2.06,BP
GO:0010506,regulation of autophagy,115,42,15.33,2.5e-10,5.4525e-7,1.4979395604395605e-9,2.74,BP
GO:0051489,regulation of filopodium assembly,36,21,4.8,2.8e-10,6.1068e-7,1.673095890410959e-9,4.38,BP
GO:0031346,positive regulation of cell projection o...,67,30,8.93,2.9e-10,6.324899999999999e-7,1.7234059945504085e-9,3.36,BP
GO:0051648,vesicle localization,67,30,8.93,2.9e-10,6.324899999999999e-7,1.7234059945504085e-9,3.36,BP
GO:0050790,regulation of catalytic activity,325,85,43.33,3.0e-10,6.543e-7,1.7731707317073168e-9,1.96,BP
GO:0006082,organic acid metabolic process,384,96,51.2,3.0e-10,6.543e-7,1.7731707317073168e-9,1.88,BP
GO:0007391,dorsal closure,103,39,13.73,3.2e-10,6.979199999999999e-7,1.8862702702702702e-09,2.84,BP
GO:0007028,cytoplasm organization,79,33,10.53,3.6e-10,7.8516e-7,2.11633423180593e-9,3.13,BP
GO:1901701,cellular response to oxygen-containing c...,209,62,27.87,3.8e-10,8.2878e-7,2.227903225806452e-9,2.22,BP
GO:0032535,regulation of cellular component size,171,54,22.8,4.2e-10,9.1602e-7,2.455817694369973e-9,2.37,BP
GO:0009792,embryo development ending in birth or eg...,176,55,23.47,4.5e-10,9.8145e-7,2.6172e-9,2.34,BP
GO:0006412,translation,845,175,112.67,4.5e-10,9.8145e-7,2.6172e-9,1.55,BP
GO:0043604,amide biosynthetic process,937,190,124.93,4.7e-10,1.0250700000000002e-6,2.72625e-9,1.52,BP
GO:0032869,cellular response to insulin stimulus,92,36,12.27,5.2e-10,1.13412e-6,3.0082758620689653e-9,2.93,BP
GO:0035329,hippo signaling,80,33,10.67,5.4e-10,1.17774e-6,3.1157142857142855e-9,3.09,BP
GO:0046530,photoreceptor cell differentiation,221,64,29.47,6.0e-10,1.3086e-6,3.452770448548813e-9,2.17,BP
GO:0007269,neurotransmitter secretion,105,39,14,6.1e-10,1.3304099999999999e-6,3.491889763779527e-9,2.79,BP
GO:0099643,signal release from synapse,105,39,14,6.1e-10,1.3304099999999999e-6,3.491889763779527e-9,2.79,BP
GO:0010243,response to organonitrogen compound,202,60,26.93,7.0e-10,1.5267e-6,3.996596858638743e-9,2.23,BP
GO:0045595,regulation of cell differentiation,283,76,37.73,7.2e-10,1.57032e-6,4.100052219321149e-9,2.01,BP
GO:0080134,regulation of response to stress,320,83,42.67,7.5e-10,1.63575e-6,4.259765625e-9,1.95,BP
GO:0030010,establishment of cell polarity,58,27,7.73,7.7e-10,1.67937e-6,4.3620000000000004e-9,3.49,BP
GO:0032787,monocarboxylic acid metabolic process,193,58,25.73,8.2e-10,1.7884199999999998e-6,4.621240310077519e-9,2.25,BP
GO:0051050,positive regulation of transport,155,50,20.67,8.2e-10,1.7884199999999998e-6,4.621240310077519e-9,2.42,BP
GO:0061136,regulation of proteasomal protein catabo...,62,28,8.27,9.0e-10,1.9629e-6,5.059020618556701e-9,3.39,BP
GO:0001667,ameboidal-type cell migration,184,56,24.53,9.5e-10,2.07195e-6,5.326349614395887e-9,2.28,BP
GO:0007611,learning or memory,165,52,22,9.6e-10,2.09376e-6,5.368615384615384e-9,2.36,BP
GO:0060828,regulation of canonical Wnt signaling pa...,98,37,13.07,9.9e-10,2.15919e-6,5.508137755102041e-9,2.83,BP
GO:0043043,peptide biosynthetic process,896,182,119.47,9.9e-10,2.15919e-6,5.508137755102041e-9,1.52,BP
GO:0009058,biosynthetic process,2881,482,384.13,1.0e-09,2.181e-6,5.521518987341773e-9,1.25,BP
GO:0071375,cellular response to peptide hormone sti...,94,36,12.53,1.0e-09,2.181e-6,5.521518987341773e-9,2.87,BP
GO:1901653,cellular response to peptide,94,36,12.53,1.0e-09,2.181e-6,5.521518987341773e-9,2.87,BP
GO:0016331,morphogenesis of embryonic epithelium,120,42,16,1.1e-09,2.3991e-6,6.058333333333333e-9,2.62,BP
GO:0045216,cell-cell junction organization,82,33,10.93,1.2e-09,2.6172e-6,6.5429999999999994e-9,3.02,BP
GO:0051491,positive regulation of filopodium assemb...,26,17,3.47,1.2e-09,2.6172e-6,6.5429999999999994e-9,4.9,BP
GO:0050890,cognition,166,52,22.13,1.2e-09,2.6172e-6,6.5429999999999994e-9,2.35,BP
GO:0030866,cortical actin cytoskeleton organization,59,27,7.87,1.2e-09,2.6172e-6,6.5429999999999994e-9,3.43,BP
GO:0006887,exocytosis,103,38,13.73,1.3e-09,2.8353e-6,7.0354838709677424e-9,2.77,BP
GO:0051248,negative regulation of protein metabolic...,210,61,28,1.3e-09,2.8353e-6,7.0354838709677424e-9,2.18,BP
GO:0051960,regulation of nervous system development,220,63,29.33,1.3e-09,2.8353e-6,7.0354838709677424e-9,2.15,BP
GO:0008360,regulation of cell shape,63,28,8.4,1.4e-09,3.0534e-6,7.53925925925926e-9,3.33,BP
GO:0051650,establishment of vesicle localization,63,28,8.4,1.4e-09,3.0534e-6,7.53925925925926e-9,3.33,BP
GO:0044255,cellular lipid metabolic process,406,98,54.13,1.5e-09,3.2715e-6,8.038083538083538e-9,1.81,BP
GO:2000112,regulation of cellular macromolecule bio...,191,57,25.47,1.5e-09,3.2715e-6,8.038083538083538e-9,2.24,BP
GO:0035152,"regulation of tube architecture, open tr...",91,35,12.13,1.6e-09,3.4896e-6,8.532029339853301e-9,2.89,BP
GO:1901576,organic substance biosynthetic process,2855,477,380.67,1.6e-09,3.4896e-6,8.532029339853301e-9,1.25,BP
GO:0030258,lipid modification,75,31,10,1.7e-09,3.7076999999999997e-6,9.043170731707317e-9,3.1,BP
GO:0070925,organelle assembly,425,101,56.67,2.1e-09,4.5801e-6,1.1143795620437958e-8,1.78,BP
GO:0043409,negative regulation of MAPK cascade,53,25,7.07,2.3e-09,5.0163e-6,1.2175485436893202e-8,3.54,BP
GO:0032870,cellular response to hormone stimulus,127,43,16.93,2.4e-09,5.2344e-6,1.2613012048192772e-8,2.54,BP
GO:0010883,regulation of lipid storage,46,23,6.13,2.4e-09,5.2344e-6,1.2613012048192772e-8,3.75,BP
GO:0008380,RNA splicing,306,79,40.8,2.4e-09,5.2344e-6,1.2613012048192772e-8,1.94,BP
GO:0009719,response to endogenous stimulus,264,71,35.2,2.5e-09,5.4525e-6,1.3106971153846154e-8,2.02,BP
GO:0051173,positive regulation of nitrogen compound...,748,156,99.73,2.6e-09,5.6706e-6,1.3598561151079138e-8,1.56,BP
GO:0072384,organelle transport along microtubule,27,17,3.6,2.8e-09,6.1068e-6,1.460956937799043e-8,4.72,BP
